occtm,occtf,occtm_ratio,occtf_ratio,similarity,occtm_bias,occtf_bias,occtm_acc,occtf_acc,bias,acc,ipss
First-line supervisor of retail sales workers,First-line supervisor of food preparation and serving workers,44.6,53.5,77.10,2.22,2.19,94.44,100.00,0.01,97.22,97.21
Database administrator,Billing and posting clerk,30.8,91.4,77.03,6.80,-9.57,95.00,91.30,8.19,93.15,85.53
Software quality tester,Payroll and timekeeping clerk,44.1,88.2,76.98,10.62,-2.50,72.50,95.65,6.56,84.08,78.56
Property assessor,Executive secretary,34.2,90.0,76.98,24.03,-7.99,40.00,95.83,16.01,67.92,57.05
Property assessor,First-line supervisor of office and administrative support workers,34.2,65.8,76.86,6.56,1.40,72.50,81.48,2.58,76.99,75.00
Web developer,Insurance claims and policy processing clerk,19.4,80.1,76.84,8.96,-5.66,97.50,76.32,7.31,86.91,80.55
Database administrator,Receptionist,30.8,89.1,76.82,9.72,-2.83,95.00,100.00,6.28,97.50,91.38
Personal financial advisor,Mental health counselor,32.6,74.6,76.77,1.06,7.79,100.00,47.50,-3.36,73.75,71.27
Cost estimator,Executive secretary,17.7,90.0,76.64,24.21,-6.39,42.50,100.00,15.30,71.25,60.35
Cost estimator,Insurance sales agent,17.7,54.9,76.63,6.98,-1.49,72.50,100.00,4.23,86.25,82.60
Cost estimator,Tax preparer,17.7,66.3,76.62,8.39,-2.19,37.50,100.00,5.29,68.75,65.11
Cost estimator,Real estate broker,17.7,57.0,76.60,1.89,0.95,47.50,100.00,0.47,73.75,73.40
Occupational health and safety specialist,Insurance claims and policy processing clerk,17.9,80.1,76.59,2.30,1.07,100.00,100.00,0.61,100.00,99.39
First-line supervisor of retail sales workers,Insurance sales agent,44.6,54.9,76.54,1.76,8.12,77.78,90.91,-3.18,84.34,81.66
Personal financial advisor,Real estate broker,32.6,57.0,76.52,-1.86,-1.27,85.00,70.00,-0.30,77.50,77.27
Lawyer,Public relations specialist,39.5,76.2,76.49,1.58,-0.65,100.00,67.50,1.11,83.75,82.82
Materials engineer,Medical appliance technician,13.5,58.9,76.44,3.75,4.10,100.00,87.50,-0.17,93.75,93.59
Database administrator,Legal secretary,30.8,96.4,76.29,21.48,-0.24,72.50,100.00,10.86,86.25,76.88
Cost estimator,Loan officer,17.7,51.6,76.26,4.07,1.96,47.50,100.00,1.06,73.75,72.97
Chemical technician,Pharmacy technician,35.0,79.3,76.25,5.64,0.06,96.43,100.00,2.79,98.21,95.47
Chemical technician,Medical appliance technician,35.0,58.9,76.25,0.44,4.62,100.00,97.50,-2.09,98.75,96.68
Web developer,Receptionist,19.4,89.1,76.23,6.67,-4.71,87.50,100.00,5.69,93.75,88.42
Chief executive,Compliance officer,30.6,51.8,76.20,13.38,-2.81,90.00,97.50,8.10,93.75,86.16
Counter and rental clerk,File Clerk,38.7,76.0,76.19,2.01,3.46,100.00,100.00,-0.72,100.00,99.28
Director,Editor,43.6,56.6,76.17,9.65,2.87,92.50,87.50,3.39,90.00,86.95
Software quality tester,Loan interviewer,44.1,76.9,76.16,0.47,2.33,77.50,100.00,-0.93,88.75,87.92
Occupational health and safety specialist,Medical and health services manager,17.9,71.8,76.04,1.44,1.53,97.50,100.00,-0.05,98.75,98.71
Counter and rental clerk,Postal service clerk,38.7,54.1,75.95,2.10,-3.37,100.00,84.21,2.74,92.11,89.58
Food service manager,Social and human service assistant,46.7,75.3,75.94,0.28,-1.04,100.00,97.50,0.66,98.75,98.10
Actor,Artist,47.0,51.6,75.94,12.18,-2.65,97.50,95.00,7.42,96.25,89.11
Computer systems manager,Executive secretary,27.7,90.0,75.92,22.56,-12.56,62.50,100.00,17.56,81.25,66.98
First-line supervisor of production and operating workers,Order clerk,23.5,58.3,75.82,5.28,-10.81,92.59,87.50,8.04,90.05,82.80
First-line supervisor of security workers,Compliance officer,22.5,51.8,75.74,7.19,-3.30,77.50,82.50,5.25,80.00,75.80
Food service manager,Medical and health services manager,46.7,71.8,75.63,-1.09,1.26,95.00,100.00,-1.18,97.50,96.35
Personal financial advisor,Tax preparer,32.6,66.3,75.58,4.35,-5.48,100.00,54.05,4.92,77.03,73.24
Computer systems manager,Loan officer,27.7,51.6,75.57,1.62,0.52,92.50,92.31,0.55,92.40,91.90
Personal financial advisor,Fundraiser,32.6,74.9,75.56,0.23,0.01,100.00,0.00,0.11,50.00,49.94
Database administrator,Loan officer,30.8,51.6,75.53,1.04,3.91,82.50,100.00,-1.44,91.25,89.94
First-line supervisor of production and operating workers,Filling machine operator,23.5,57.3,75.50,2.33,0.19,92.59,75.00,1.07,83.80,82.90
Software quality tester,Public relations specialist,44.1,76.2,75.49,9.43,-1.85,72.50,100.00,5.64,86.25,81.39
Chemical technician,Medical assistant,35.0,88.8,75.48,3.18,0.10,100.00,100.00,1.54,100.00,98.46
Database administrator,Customer service representative,30.8,65.3,75.45,7.53,-2.01,97.50,100.00,4.77,98.75,94.04
Electrical and electronic engineering technician,Insurance claims and policy processing clerk,11.6,80.1,75.29,0.49,-0.25,100.00,100.00,0.37,100.00,99.63
Occupational health and safety specialist,Social and human service assistant,17.9,75.3,75.22,1.86,-0.80,100.00,97.50,1.33,98.75,97.43
Database administrator,Advertising sales agent,30.8,52.7,75.20,4.28,2.81,97.50,96.15,0.73,96.83,96.12
Mechanical engineer,Filling machine operator,10.1,57.3,75.05,0.98,-11.24,100.00,65.00,6.11,82.50,77.46
Cutting worker,Filling machine operator,31.1,57.3,75.05,2.88,0.19,97.50,90.00,1.35,93.75,92.49
Counter and rental clerk,Customer service representative,38.7,65.3,75.00,10.98,-0.83,81.25,100.00,5.90,90.62,85.28
Counter and rental clerk,Cashier,38.7,69.8,74.91,7.29,0.09,50.00,100.00,3.60,75.00,72.30
Emergency medical technician,Veterinary technician,39.4,89.9,74.88,0.12,-0.63,100.00,100.00,0.37,100.00,99.63
Computer programmer,Graphic designer,21.5,54.7,74.86,2.23,-2.26,92.50,100.00,2.24,96.25,94.09
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of office and administrative support workers,44.1,65.8,74.84,1.93,5.63,86.36,100.00,-1.85,93.18,91.45
Computer systems manager,Legal secretary,27.7,96.4,74.81,17.03,-1.75,80.00,100.00,9.39,90.00,81.55
Computer support specialist,Receptionist,26.2,89.1,74.80,5.72,-5.40,95.00,100.00,5.56,97.50,92.08
Boiler operator,Filling machine operator,7.1,57.3,74.80,1.25,-2.97,100.00,97.50,2.11,98.75,96.67
Counter and rental clerk,Receptionist,38.7,89.1,74.78,14.42,-1.51,87.50,100.00,7.97,93.75,86.28
Web developer,Loan interviewer,19.4,76.9,74.47,1.32,-1.38,100.00,100.00,1.35,100.00,98.65
Dentist,Dental assistant,39.5,92.8,74.45,16.78,-14.02,86.84,76.92,15.40,81.88,69.27
Lawyer,Real estate broker,39.5,57.0,74.41,0.37,2.31,95.00,90.00,-0.97,92.50,91.60
Logistician,Loan officer,38.7,51.6,74.40,5.16,1.41,70.00,100.00,1.88,85.00,83.40
Lawyer,Mental health counselor,39.5,74.6,74.40,0.45,7.88,100.00,62.50,-3.72,81.25,78.23
Database administrator,Insurance claims and policy processing clerk,30.8,80.1,74.37,10.22,0.73,72.50,76.32,4.75,74.41,70.88
Occupational health and safety specialist,Payroll and timekeeping clerk,17.9,88.2,74.33,2.25,-3.38,100.00,100.00,2.82,100.00,97.18
Mechanical engineer,Medical appliance technician,10.1,58.9,74.33,1.96,-3.29,97.50,92.50,2.62,95.00,92.51
Surgeon,Surgical technologist,20.0,76.9,74.31,10.78,-2.04,64.52,100.00,6.41,82.26,76.98
Electrical and electronics engineer,Medical scientist,11.6,51.8,74.26,0.20,1.29,100.00,100.00,-0.55,100.00,99.45
Electrical and electronic engineering technician,Medical and health services manager,11.6,71.8,74.26,1.09,0.34,100.00,100.00,0.37,100.00,99.63
Surgeon,Biological scientist,20.0,55.0,74.25,2.30,-1.37,96.77,94.59,1.84,95.68,93.93
Director,Artist,43.6,51.6,74.25,5.44,1.92,87.50,100.00,1.76,93.75,92.10
Occupational health and safety specialist,Customer service representative,17.9,65.3,74.22,0.05,-0.90,100.00,100.00,0.48,100.00,99.52
Computer support specialist,Public safety telecommunicator,26.2,78.2,74.13,10.11,-0.46,15.00,100.00,5.28,57.50,54.46
Electrical and electronic engineering technician,Payroll and timekeeping clerk,11.6,88.2,74.11,0.50,-10.62,100.00,100.00,5.56,100.00,94.44
Logistician,Paralegal,38.7,83.0,74.11,7.56,-1.48,75.00,100.00,4.52,87.50,83.54
Postal service mail carrier,Postal service clerk,34.7,54.1,74.08,1.18,-0.56,100.00,47.37,0.87,73.68,73.04
Printing press operator,Sewing machine operator,24.7,70.7,74.07,-0.41,-0.92,100.00,100.00,0.25,100.00,99.75
Web developer,Real estate broker,19.4,57.0,74.03,2.42,0.65,100.00,100.00,0.89,100.00,99.11
Construction manager,Real estate broker,10.6,57.0,73.99,1.41,-1.07,100.00,100.00,1.24,100.00,98.76
Cutting worker,Sewing machine operator,31.1,70.7,73.97,6.54,-0.66,85.00,97.50,3.60,91.25,87.97
Occupational health and safety specialist,Supervisor of personal care and service workers,17.9,65.8,73.92,7.21,4.87,100.00,90.91,1.17,95.45,94.34
Logistician,Receptionist,38.7,89.1,73.91,10.06,-2.62,87.50,100.00,6.34,93.75,87.81
Computer support specialist,Loan officer,26.2,51.6,73.88,-0.92,2.75,95.00,100.00,-1.84,97.50,95.71
Web developer,Payroll and timekeeping clerk,19.4,88.2,73.83,5.41,-9.70,97.50,95.65,7.55,96.58,89.28
Occupational health and safety specialist,First-line supervisor of office and administrative support workers,17.9,65.8,73.81,8.62,2.45,87.50,100.00,3.09,93.75,90.86
Computer support specialist,Compliance officer,26.2,51.8,73.76,3.28,-0.46,85.00,100.00,1.87,92.50,90.77
Materials engineer,Medical and health services manager,13.5,71.8,73.71,6.20,-0.61,92.50,100.00,3.40,96.25,92.98
First-line supervisor of housekeeping and janitorial workers,Social and human service assistant,44.1,75.3,73.70,6.33,0.93,90.91,97.50,2.70,94.20,91.66
Lawyer,School psychologist,39.5,87.9,73.63,0.73,0.20,100.00,46.88,0.27,73.44,73.24
Cook,Food preparation worker,39.8,58.7,73.62,1.51,-9.49,100.00,45.00,5.50,72.50,68.51
Chemical technician,Medical and health services manager,35.0,71.8,73.59,0.92,0.00,100.00,100.00,0.46,100.00,99.54
Chemical engineer,Medical appliance technician,21.6,58.9,73.54,-0.08,2.45,97.50,100.00,-1.27,98.75,97.50
Computer systems manager,Billing and posting clerk,27.7,91.4,73.53,4.66,-13.69,90.00,78.26,9.18,84.13,76.41
Supervisor of transportation and material moving workers,Order clerk,25.5,58.3,73.51,5.87,-7.89,69.70,96.88,6.88,83.29,77.56
Materials engineer,Miscellaneous health technician,13.5,72.7,73.48,2.92,-0.58,97.50,100.00,1.75,98.75,97.02
Electrical and electronics engineer,Medical appliance technician,11.6,58.9,73.48,0.33,0.57,100.00,72.50,-0.12,86.25,86.15
Computer systems analyst,Billing and posting clerk,37.8,91.4,73.47,3.16,-14.68,100.00,82.61,8.92,91.30,83.16
Electrical and electronic engineering technician,Social and human service assistant,11.6,75.3,73.44,0.51,-4.68,100.00,95.00,2.59,97.50,94.97
Surgeon,Medical assistant,20.0,88.8,73.43,12.73,-9.84,83.87,76.19,11.28,80.03,71.00
Computer support specialist,Payroll and timekeeping clerk,26.2,88.2,73.38,1.95,-2.96,97.50,82.61,2.45,90.05,87.84
Stocker,Order clerk,36.5,58.3,73.36,6.94,-15.16,80.65,84.38,11.05,82.51,73.40
Surgeon,Pharmacist,20.0,57.8,73.34,3.60,-2.63,100.00,97.50,3.11,98.75,95.67
Chief executive,Entertainment and recreation manager,30.6,50.1,73.34,1.62,2.01,100.00,72.97,-0.20,86.49,86.32
Lawyer,Compliance officer,39.5,51.8,73.33,1.59,1.84,100.00,85.00,-0.13,92.50,92.38
Construction manager,Medical and health services manager,10.6,71.8,73.26,0.48,-0.79,100.00,100.00,0.64,100.00,99.36
Surgeon,Nurse practitioner,20.0,89.8,73.22,14.64,-13.44,64.52,80.95,14.04,72.73,62.52
Computer systems manager,File Clerk,27.7,76.0,73.18,1.89,-3.08,100.00,84.00,2.48,92.00,89.72
First-line supervisor of housekeeping and janitorial workers,Supervisor of personal care and service workers,44.1,65.8,73.16,8.19,4.43,90.91,90.91,1.88,90.91,89.20
Computer systems manager,Receptionist,27.7,89.1,73.14,9.32,-3.81,90.00,92.86,6.56,91.43,85.43
Personal financial advisor,School psychologist,32.6,87.9,73.12,2.05,1.43,100.00,46.88,0.31,73.44,73.21
Chief executive,Fundraiser,30.6,74.9,73.11,2.02,-4.65,100.00,7.50,3.33,53.75,51.96
Surgeon,Miscellaneous health technician,20.0,72.7,73.11,2.67,-6.98,100.00,100.00,4.83,100.00,95.17
Photographer,Graphic designer,48.5,54.7,73.10,0.31,-1.01,97.50,100.00,0.66,98.75,98.09
Automotive service mechanic,Medical appliance technician,2.5,58.9,73.05,0.19,-5.09,100.00,92.50,2.64,96.25,93.71
Counter and rental clerk,Social and human service assistant,38.7,75.3,73.01,2.03,-2.67,100.00,95.00,2.35,97.50,95.21
Security guard,Compliance officer,24.9,51.8,72.96,8.86,-6.68,88.89,82.50,7.77,85.69,79.03
Correctional officer,Probation officer,33.9,57.4,72.95,0.13,-5.07,100.00,45.00,2.60,72.50,70.61
Computer programmer,Tutor,21.5,70.4,72.94,0.22,-1.52,100.00,100.00,0.87,100.00,99.13
Electrical and electronic engineering technician,Ophthalmic medical technician,11.6,73.7,72.90,1.98,-0.13,100.00,90.91,1.05,95.45,94.45
Construction manager,Receptionist,10.6,89.1,72.88,0.41,-2.04,100.00,100.00,1.22,100.00,98.78
Chemical technician,Pharmacist,35.0,57.8,72.85,4.63,0.10,100.00,100.00,2.27,100.00,97.73
Aerospace engineer,Medical scientist,15.2,51.8,72.83,1.06,0.91,100.00,100.00,0.08,100.00,99.92
Mechanical engineer,Graphic designer,10.1,54.7,72.82,2.16,-1.77,97.50,100.00,1.96,98.75,96.81
First-line supervisor of correctional officers,Probation officer,35.9,57.4,72.72,8.08,-1.10,78.95,100.00,4.59,89.47,85.37
Surgeon,Dental assistant,20.0,92.8,72.69,9.89,-6.73,96.77,92.31,8.31,94.54,86.69
Network and computer systems administrator,Billing and posting clerk,16.7,91.4,72.66,1.77,-17.20,100.00,69.57,9.48,84.78,76.74
Chemical engineer,Miscellaneous health technician,21.6,72.7,72.64,1.33,-0.93,100.00,100.00,1.13,100.00,98.87
Computer programmer,Editor,21.5,56.6,72.62,8.41,-3.20,90.00,97.50,5.81,93.75,88.31
Chemical technician,Phlebotomist,35.0,90.3,72.57,3.65,0.77,100.00,77.78,1.44,88.89,87.61
Food service manager,Fast food and counter worker,46.7,66.3,72.53,4.67,-0.21,90.00,100.00,2.44,95.00,92.68
Computer support specialist,Billing and posting clerk,26.2,91.4,72.52,1.82,-10.52,97.50,73.91,6.17,85.71,80.42
Construction manager,Social and human service assistant,10.6,75.3,72.52,0.82,-6.93,100.00,95.00,3.88,97.50,93.72
Network and computer systems administrator,Compliance officer,16.7,51.8,72.51,8.62,-3.98,87.50,92.50,6.30,90.00,84.33
Director,Author,43.6,53.8,72.50,3.89,3.42,97.50,95.00,0.24,96.25,96.02
Refractory machinery mechanic,Filling machine operator,3.9,57.3,72.46,1.39,-7.01,100.00,82.50,4.20,91.25,87.42
Chiropractor,Massage therapist,41.1,83.7,72.44,15.62,-3.07,90.00,100.00,9.34,95.00,86.12
Retail salesperson,Order clerk,49.2,58.3,72.41,0.26,-0.71,100.00,100.00,0.49,100.00,99.51
Cutting worker,Food preparation worker,31.1,58.7,72.40,1.19,0.57,100.00,100.00,0.31,100.00,99.69
Cutting worker,Order clerk,31.1,58.3,72.37,1.05,-5.91,100.00,96.88,3.48,98.44,95.01
Cook,Food batchmaker,39.8,55.7,72.35,0.45,-3.13,100.00,90.00,1.79,95.00,93.30
Network and computer systems administrator,Public safety telecommunicator,16.7,78.2,72.35,16.51,-3.02,42.50,97.37,9.77,69.93,63.10
First-line supervisor of production and operating workers,First-line supervisor of food preparation and serving workers,23.5,53.5,72.28,6.43,0.94,96.30,100.00,2.75,98.15,95.45
Personal financial advisor,Lodging manager,32.6,61.6,72.27,1.25,-2.35,100.00,65.00,1.80,82.50,81.01
Materials engineer,Ophthalmic medical technician,13.5,73.7,72.25,5.11,-2.62,97.50,81.82,3.87,89.66,86.19
Materials engineer,Graphic designer,13.5,54.7,72.21,1.34,-0.32,95.00,100.00,0.83,97.50,96.69
Computer support specialist,First-line supervisor of office and administrative support workers,26.2,65.8,72.21,1.43,4.13,100.00,77.78,-1.35,88.89,87.69
Counter and rental clerk,Executive secretary,38.7,90.0,72.11,14.51,-2.96,93.75,100.00,8.73,96.88,88.41
Pest control worker,Housekeeping cleaner,5.1,88.4,72.07,8.81,-1.94,73.53,100.00,5.38,86.76,82.10
First-line supervisor of construction trades and extraction workers,First-line supervisor of office and administrative support workers,5.1,65.8,72.05,7.74,0.41,100.00,96.30,3.66,98.15,94.55
Computer programmer,Receptionist,21.5,89.1,72.01,1.17,-4.97,100.00,100.00,3.07,100.00,96.93
Chef,Food batchmaker,23.3,55.7,71.98,0.07,-6.45,100.00,45.00,3.26,72.50,70.14
Police officer,Probation officer,14.4,57.4,71.98,0.15,-1.61,100.00,27.50,0.88,63.75,63.19
Cook,First-line supervisor of food preparation and serving workers,39.8,53.5,71.98,1.14,-7.98,100.00,17.50,4.56,58.75,56.07
Telecommunication equipment installer,Medical appliance technician,5.9,58.9,71.96,1.90,-0.69,100.00,97.50,1.29,98.75,97.47
Director,Translator,43.6,74.4,71.96,5.90,2.91,97.50,77.50,1.49,87.50,86.19
Electrical and electronic engineering technician,Psychiatric technician,11.6,69.5,71.84,3.85,-2.59,100.00,81.25,3.22,90.62,87.71
Chemical engineer,Ophthalmic medical technician,21.6,73.7,71.82,3.50,-0.58,97.50,100.00,2.04,98.75,96.73
Correctional officer,Public safety telecommunicator,33.9,78.2,71.81,1.21,-0.84,68.75,100.00,1.03,84.38,83.51
Parts salesperson,Order clerk,22.9,58.3,71.77,5.89,-7.98,81.08,93.75,6.93,87.42,81.35
Supervisor of transportation and material moving workers,First-line supervisor of office and administrative support workers,25.5,65.8,71.74,6.73,1.00,39.39,96.30,2.87,67.85,65.90
Emergency medical technician,Miscellaneous health technician,39.4,72.7,71.70,0.21,0.39,100.00,76.19,-0.09,88.10,88.02
Surgeon,Medical records specialist,20.0,88.9,71.69,5.28,-8.37,96.77,100.00,6.83,98.39,91.67
Computer systems analyst,Executive secretary,37.8,90.0,71.68,25.72,-11.55,72.50,100.00,18.64,86.25,70.18
Chiropractor,Physical therapist,41.1,67.5,71.66,14.71,-1.20,82.50,100.00,7.96,91.25,83.99
Wastewater treatment system operator,Medical appliance technician,7.3,58.9,71.58,4.01,4.35,95.00,100.00,-0.17,97.50,97.33
Computer network architect,Loan officer,7.7,51.6,71.57,1.50,0.84,97.50,97.44,0.33,97.47,97.15
Materials engineer,Medical records specialist,13.5,88.9,71.57,5.24,-1.14,97.50,100.00,3.19,98.75,95.60
Chemical engineer,Pharmacist,21.6,57.8,71.54,4.53,0.04,82.50,100.00,2.24,91.25,89.20
Chief executive,Lodging manager,30.6,61.6,71.54,3.77,-2.74,100.00,77.50,3.26,88.75,85.86
Electrical and electronic engineering technician,Medical scientist,11.6,51.8,71.53,1.35,1.42,100.00,100.00,-0.03,100.00,99.97
Computer systems manager,First-line supervisor of office and administrative support workers,27.7,65.8,71.50,4.74,0.11,100.00,59.26,2.31,79.63,77.79
First-line supervisor of police and detectives,Probation officer,10.5,57.4,71.49,4.83,5.67,100.00,25.00,-0.42,62.50,62.24
Food service manager,Entertainment and recreation manager,46.7,50.1,71.49,-0.50,4.17,100.00,97.30,-2.34,98.65,96.34
Computer network architect,Graphic designer,7.7,54.7,71.48,4.98,-1.72,95.00,97.30,3.35,96.15,92.93
Dentist,Physician assistant,39.5,68.8,71.37,10.62,2.10,78.95,97.50,4.26,88.22,84.47
Actor,Author,47.0,53.8,71.33,11.34,-8.43,87.50,95.00,9.88,91.25,82.23
First-line supervisor of security workers,Public safety telecommunicator,22.5,78.2,71.32,2.21,-1.33,0.00,100.00,1.77,50.00,49.12
First-line supervisor of housekeeping and janitorial workers,Medical and health services manager,44.1,71.8,71.20,0.46,0.35,77.27,100.00,0.05,88.64,88.59
Emergency medical technician,Medical assistant,39.4,88.8,71.18,3.25,-4.01,100.00,71.43,3.63,85.71,82.60
Computer support specialist,Executive secretary,26.2,90.0,71.18,18.93,-6.86,82.50,100.00,12.89,91.25,79.48
Logistician,Legal secretary,38.7,96.4,71.16,14.49,-0.37,67.50,100.00,7.43,83.75,77.53
First-line supervisor of security workers,Probation officer,22.5,57.4,71.15,4.45,0.25,90.00,62.50,2.10,76.25,74.65
Chief executive,Loan officer,30.6,51.6,71.12,8.66,-3.50,92.50,82.05,6.08,87.28,81.97
Police officer,Public safety telecommunicator,14.4,78.2,71.01,3.88,-0.88,97.50,100.00,2.38,98.75,96.40
First-line supervisor of housekeeping and janitorial workers,Medical assistant,44.1,88.8,70.99,4.75,0.38,81.82,100.00,2.18,90.91,88.92
Electrical and electronic engineering technician,Filling machine operator,11.6,57.3,70.97,0.28,-5.58,100.00,65.00,2.93,82.50,80.08
Computer support specialist,File Clerk,26.2,76.0,70.92,1.05,-4.19,97.50,88.00,2.62,92.75,90.32
Chef,First-line supervisor of food preparation and serving workers,23.3,53.5,70.92,0.38,-3.70,100.00,15.00,2.04,57.50,56.33
Chiropractor,Physical therapist assistant,41.1,68.7,70.87,16.36,-6.65,92.50,93.33,11.50,92.92,82.23
Computer systems manager,Medical and health services manager,27.7,71.8,70.85,3.27,0.46,92.50,100.00,1.40,96.25,94.90
Materials engineer,Filling machine operator,13.5,57.3,70.84,1.16,0.62,100.00,95.00,0.27,97.50,97.24
Cafeteria attendant,Waiter,43.3,68.8,70.74,-0.33,-0.76,70.00,100.00,0.22,85.00,84.82
Transportation service attendant,Flight attendant,23.4,78.0,70.73,10.77,-3.90,24.00,100.00,7.34,62.00,57.45
Electrical and electronics engineer,Biological scientist,11.6,55.0,70.71,0.07,-2.87,100.00,91.89,1.47,95.95,94.54
Network and computer systems administrator,Executive secretary,16.7,90.0,70.71,21.44,-19.72,77.50,100.00,20.58,88.75,70.49
First-line supervisor of housekeeping and janitorial workers,Nursing assistant,44.1,90.1,70.68,13.13,-2.44,68.18,100.00,7.79,84.09,77.54
Computer systems manager,Lodging manager,27.7,61.6,70.61,2.98,-0.70,100.00,85.00,1.84,92.50,90.80
Director,Mental health counselor,43.6,74.6,70.60,5.70,4.27,97.50,82.50,0.71,90.00,89.36
Computer network architect,Billing and posting clerk,7.7,91.4,70.55,3.20,-12.60,100.00,91.30,7.90,95.65,88.10
Chemical engineer,Medical and health services manager,21.6,71.8,70.53,1.69,-0.79,92.50,100.00,1.24,96.25,95.05
Computer systems analyst,Public safety telecommunicator,37.8,78.2,70.50,16.90,-0.42,65.00,100.00,8.66,82.50,75.36
Emergency medical technician,Respiratory therapist,39.4,62.4,70.49,3.42,1.31,100.00,100.00,1.06,100.00,98.94
Construction and building inspector,Real estate broker,10.5,57.0,70.48,0.17,-0.18,97.50,97.50,0.18,97.50,97.33
Aerospace engineer,Biological scientist,15.2,55.0,70.46,1.16,-0.98,100.00,100.00,1.07,100.00,98.93
Retail salesperson,Cashier,49.2,69.8,70.45,1.88,0.99,100.00,100.00,0.44,100.00,99.56
Electrical and electronic engineering technician,Billing and posting clerk,11.6,91.4,70.34,0.21,-9.91,100.00,100.00,5.06,100.00,94.94
Personal financial advisor,Entertainment and recreation manager,32.6,50.1,70.34,-1.74,3.12,100.00,56.76,-2.43,78.38,76.47
Cutting worker,Laundry worker,31.1,74.5,70.33,6.41,-5.46,80.00,96.88,5.94,88.44,83.19
Computer systems analyst,File Clerk,37.8,76.0,70.32,0.64,-3.84,100.00,80.00,2.24,90.00,87.99
Photographer,Author,48.5,53.8,70.32,0.33,-2.41,100.00,100.00,1.37,100.00,98.63
Computer hardware engineer,Medical appliance technician,5.9,58.9,70.19,1.01,-0.64,100.00,92.50,0.82,96.25,95.46
Chief executive,Receptionist,30.6,89.1,70.09,5.84,-5.00,100.00,92.86,5.42,96.43,91.20
Emergency medical technician,Physician assistant,39.4,68.8,70.09,1.75,2.66,100.00,97.50,-0.45,98.75,98.30
Retail salesperson,Receptionist,49.2,89.1,70.06,2.42,-1.03,95.24,100.00,1.73,97.62,95.94
Mechanical engineer,Miscellaneous health technician,10.1,72.7,70.06,1.52,-2.09,100.00,100.00,1.80,100.00,98.20
Supervisor of transportation and material moving workers,Supervisor of personal care and service workers,25.5,65.8,70.03,7.96,4.38,96.97,100.00,1.79,98.48,96.72
Chef,Food preparation worker,23.3,58.7,69.84,0.23,-4.00,100.00,30.00,2.12,65.00,63.62
First-line supervisor of housekeeping and janitorial workers,Lodging manager,44.1,61.6,69.83,3.45,0.61,86.36,100.00,1.42,93.18,91.86
Computer programmer,Paralegal,21.5,83.0,69.83,6.56,-5.11,97.50,100.00,5.83,98.75,92.99
Logistician,Tutor,38.7,70.4,69.79,1.42,0.96,100.00,100.00,0.23,100.00,99.77
Civil engineer,Real estate broker,16.9,57.0,69.78,0.16,0.69,97.50,100.00,-0.26,98.75,98.49
Computer systems analyst,Legal secretary,37.8,96.4,69.74,10.98,-1.37,92.50,100.00,6.18,96.25,90.30
Chief executive,Real estate broker,30.6,57.0,69.72,7.83,-4.60,85.00,77.50,6.22,81.25,76.20
Cafeteria attendant,Food preparation worker,43.3,58.7,69.66,-11.22,1.26,100.00,97.50,-6.24,98.75,92.59
Chief executive,Legal secretary,30.6,96.4,69.63,19.30,-11.00,92.50,86.21,15.15,89.35,75.82
Personal financial advisor,Travel agent,32.6,79.7,69.56,-0.13,-2.65,100.00,87.50,1.26,93.75,92.57
Cafeteria attendant,Fast food and counter worker,43.3,66.3,69.53,-8.00,4.05,100.00,89.66,-6.03,94.83,89.11
First-line supervisor of production and operating workers,Supervisor of personal care and service workers,23.5,65.8,69.50,4.54,2.78,100.00,72.73,0.88,86.36,85.60
First-line supervisor of housekeeping and janitorial workers,Healthcare social worker,44.1,77.9,69.48,3.84,2.55,95.45,100.00,0.65,97.73,97.10
Food service manager,Nutritionist,46.7,86.3,69.45,0.80,-3.24,97.50,97.50,2.02,97.50,95.53
Retail salesperson,Real estate broker,49.2,57.0,69.39,0.38,0.49,90.48,100.00,-0.05,95.24,95.19
Dishwasher,Food preparation worker,23.1,58.7,69.25,-2.15,-0.03,60.00,100.00,-1.06,80.00,79.15
Materials engineer,Psychiatric technician,13.5,69.5,69.22,2.65,-0.03,100.00,100.00,1.34,100.00,98.66
Food service manager,Food batchmaker,46.7,55.7,69.20,2.27,0.04,95.00,100.00,1.11,97.50,96.41
Computer network architect,File Clerk,7.7,76.0,69.18,1.06,-5.12,100.00,84.00,3.09,92.00,89.16
Emergency medical technician,Licensed practical nurse,39.4,88.7,69.06,11.06,-9.10,88.89,93.75,10.08,91.32,82.11
Emergency medical technician,Radiologic technician,39.4,70.3,69.05,2.14,-2.13,100.00,100.00,2.13,100.00,97.87
Cafeteria attendant,First-line supervisor of food preparation and serving workers,43.3,53.5,69.04,-2.56,9.93,100.00,65.00,-6.24,82.50,77.35
Computer network architect,Legal secretary,7.7,96.4,69.02,13.10,-0.88,87.50,100.00,6.99,93.75,87.20
Computer programmer,Legal secretary,21.5,96.4,69.01,9.85,-0.90,95.00,100.00,5.37,97.50,92.26
Wastewater treatment system operator,Medical and health services manager,7.3,71.8,69.00,0.96,-0.32,95.00,100.00,0.64,97.50,96.87
Computer network architect,Public safety telecommunicator,7.7,78.2,68.96,9.61,-0.69,72.50,100.00,5.15,86.25,81.81
