occtm,occtf,occtm_ratio,occtf_ratio,similarity,occtm_bias,occtf_bias,occtm_acc,occtf_acc,bias,acc,ipss
Management analyst,Public relations manager,46.6,66.4,92.91,-1.12,-0.43,100.00,100.00,-0.34,100.00,99.66
Purchasing manager,Human resources manager,47.7,76.5,92.77,6.00,-2.96,100.00,100.00,4.48,100.00,95.52
Training and development manager,Public relations manager,48.0,66.4,92.59,-0.75,1.42,100.00,100.00,-1.09,100.00,98.91
Purchasing manager,Marketing manager,47.7,62.4,92.52,-0.12,1.32,100.00,100.00,-0.72,100.00,99.28
Project management specialist,Human resources manager,47.3,76.5,92.47,4.04,-6.98,100.00,100.00,5.51,100.00,94.49
Purchasing manager,Public relations manager,47.7,66.4,92.38,2.05,-1.27,100.00,100.00,1.66,100.00,98.34
Management analyst,Human resources manager,46.6,76.5,92.37,2.10,-4.03,100.00,87.50,3.07,93.75,90.87
Architectural and engineering manager,Marketing manager,12.8,62.4,92.25,1.31,-0.57,100.00,95.00,0.94,97.50,96.59
Financial and investment analyst,Financial manager,43.9,56.2,92.25,-0.51,1.11,100.00,97.50,-0.81,98.75,97.95
Project management specialist,Human resources worker,47.3,76.5,92.21,2.31,-5.80,100.00,95.00,4.06,97.50,93.54
Facilities manager,Human resources manager,23.4,76.5,92.06,7.81,-2.06,65.00,100.00,4.93,82.50,78.43
Architectural and engineering manager,Training and development specialist,12.8,56.7,92.00,2.85,-4.17,100.00,100.00,3.51,100.00,96.49
Training and development manager,Marketing specialist,48.0,61.7,91.94,-1.05,3.11,100.00,100.00,-2.08,100.00,97.92
Architectural and engineering manager,Administrative services manager,12.8,74.0,91.94,7.02,-7.77,97.50,100.00,7.39,98.75,91.45
Architectural and engineering manager,Human resources manager,12.8,76.5,91.77,3.20,-8.31,100.00,95.00,5.75,97.50,91.89
Management analyst,Human resources worker,46.6,76.5,91.64,1.09,-2.14,100.00,35.00,1.61,67.50,66.41
Training and development manager,Human resources worker,48.0,76.5,91.58,1.78,-1.28,100.00,92.50,1.53,96.25,94.78
Project management specialist,Operations research analyst,47.3,55.0,91.31,4.96,-2.24,97.50,100.00,3.60,98.75,95.19
Project management specialist,Financial manager,47.3,56.2,91.15,-0.33,-0.84,97.50,100.00,0.26,98.75,98.50
Sales manager,Human resources worker,33.1,76.5,91.09,4.15,-7.24,100.00,90.00,5.70,95.00,89.59
Facilities manager,Marketing manager,23.4,62.4,90.92,1.64,-0.08,97.50,100.00,0.86,98.75,97.90
Facilities manager,Administrative services manager,23.4,74.0,90.81,5.89,-1.69,45.00,100.00,3.79,72.50,69.75
Sales manager,Administrative services manager,33.1,74.0,90.73,8.07,-6.67,97.50,100.00,7.37,98.75,91.48
Management analyst,Administrative services manager,46.6,74.0,90.68,4.59,-1.38,100.00,100.00,2.98,100.00,97.02
Purchasing manager,Human resources worker,47.7,76.5,90.36,5.17,-4.25,100.00,100.00,4.71,100.00,95.29
Management analyst,Training and development specialist,46.6,56.7,90.32,1.02,-0.05,100.00,100.00,0.54,100.00,99.46
Architectural and engineering manager,Public relations manager,12.8,66.4,90.31,1.57,-3.14,100.00,97.50,2.36,98.75,96.42
Financial and investment analyst,Training and development specialist,43.9,56.7,90.27,1.07,-3.83,100.00,97.50,2.45,98.75,96.33
Facilities manager,Public relations manager,23.4,66.4,90.26,4.31,-0.73,92.50,100.00,2.52,96.25,93.82
Sales manager,Training and development specialist,33.1,56.7,90.18,4.60,-4.89,100.00,100.00,4.74,100.00,95.26
Financial and investment analyst,Administrative services manager,43.9,74.0,90.16,3.87,-5.25,100.00,97.50,4.56,98.75,94.24
Architectural and engineering manager,Financial manager,12.8,56.2,90.11,0.82,-1.53,97.50,100.00,1.18,98.75,97.59
Purchasing manager,Marketing specialist,47.7,61.7,90.08,-0.29,2.33,100.00,100.00,-1.31,100.00,98.69
Training and development manager,Financial manager,48.0,56.2,90.06,-3.55,4.79,100.00,100.00,-4.17,100.00,95.83
Sales manager,Advertising sales agent,33.1,52.7,89.99,0.30,1.31,100.00,84.62,-0.50,92.31,91.85
Management analyst,Accountant,46.6,57.0,89.84,-2.73,1.24,100.00,97.50,-1.98,98.75,96.79
Industrial production manager,Human resources manager,19.1,76.5,89.80,7.10,-3.25,95.00,100.00,5.18,97.50,92.45
Facilities manager,Social and community service manager,23.4,71.7,89.67,6.38,-4.55,100.00,97.50,5.46,98.75,93.35
Purchasing manager,Administrative services manager,47.7,74.0,89.51,5.61,-2.76,60.00,100.00,4.18,80.00,76.65
Industrial production manager,Financial manager,19.1,56.2,89.51,0.28,-0.42,80.00,100.00,0.35,90.00,89.69
Operation manager,Financial manager,37.1,56.2,89.31,-1.30,0.53,87.50,100.00,-0.92,93.75,92.89
Industrial production manager,Human resources worker,19.1,76.5,89.29,5.94,-4.08,97.50,100.00,5.01,98.75,93.80
Sales manager,Insurance sales agent,33.1,54.9,89.13,0.98,-1.45,100.00,95.45,1.22,97.73,96.54
Architectural and engineering manager,Marketing specialist,12.8,61.7,89.09,1.01,-2.01,100.00,95.00,1.51,97.50,96.03
Postsecondary teacher,Secondary school teacher,46.6,56.9,89.04,0.59,-0.20,100.00,60.00,0.39,80.00,79.69
Facilities manager,Human resources worker,23.4,76.5,88.96,9.70,-1.60,92.50,100.00,5.65,96.25,90.81
Software developer,Marketing specialist,20.2,61.7,88.94,4.25,-5.04,100.00,100.00,4.64,100.00,95.36
Industrial production manager,Marketing manager,19.1,62.4,88.93,1.91,-0.17,100.00,100.00,1.04,100.00,98.96
Facilities manager,Training and development specialist,23.4,56.7,88.90,3.09,-0.80,72.50,100.00,1.95,86.25,84.57
Software developer,Operations research analyst,20.2,55.0,88.88,8.39,-5.56,100.00,100.00,6.98,100.00,93.02
Web and digital interface designer,Marketing specialist,42.7,61.7,88.62,0.34,-4.95,100.00,97.50,2.64,98.75,96.14
Information security analyst,Administrative services manager,19.3,74.0,88.53,-0.57,-1.70,97.50,100.00,0.57,98.75,98.19
Industrial production manager,Operations research analyst,19.1,55.0,88.39,3.76,-2.07,82.50,100.00,2.92,91.25,88.59
Facilities manager,Financial manager,23.4,56.2,88.37,0.54,0.02,72.50,100.00,0.26,86.25,86.03
Financial and investment analyst,Marketing manager,43.9,62.4,88.36,0.76,-0.81,100.00,75.00,0.78,87.50,86.82
Industrial production manager,Public relations manager,19.1,66.4,88.35,4.10,-0.92,97.50,100.00,2.51,98.75,96.27
Project management specialist,Public relations specialist,47.3,76.2,88.35,2.71,-2.67,100.00,100.00,2.69,100.00,97.31
Industrial production manager,Administrative services manager,19.1,74.0,88.30,8.02,-2.50,70.00,100.00,5.26,85.00,80.53
Facilities manager,Marketing specialist,23.4,61.7,88.28,1.77,-0.40,97.50,100.00,1.09,98.75,97.68
Financial and investment analyst,Marketing specialist,43.9,61.7,88.28,0.66,1.10,100.00,67.50,-0.22,83.75,83.56
First-line supervisor of non-retail sales workers,First-line supervisor of office and administrative support workers,35.9,65.8,88.18,2.60,-2.55,100.00,100.00,2.58,100.00,97.42
Operation manager,Marketing manager,37.1,62.4,88.12,0.48,0.42,100.00,100.00,0.03,100.00,99.97
Industrial production manager,Training and development specialist,19.1,56.7,88.10,5.64,-1.57,97.50,100.00,3.61,98.75,95.19
Purchasing manager,Accountant,47.7,57.0,88.07,-0.77,0.44,97.50,100.00,-0.60,98.75,98.16
Financial and investment analyst,Insurance underwriter,43.9,56.9,88.04,0.66,-2.66,100.00,92.50,1.66,96.25,94.65
Financial and investment analyst,Public relations manager,43.9,66.4,87.91,1.45,-2.47,100.00,80.00,1.96,90.00,88.23
Chemical engineer,Medical scientist,21.6,51.8,87.70,2.44,-0.55,77.50,100.00,1.50,88.75,87.42
Operation manager,Human resources manager,37.1,76.5,87.61,5.57,-5.30,100.00,100.00,5.43,100.00,94.57
Architectural and engineering manager,Human resources worker,12.8,76.5,87.58,2.04,-5.77,100.00,72.50,3.90,86.25,82.88
Operation manager,Public relations manager,37.1,66.4,87.47,2.41,-0.42,100.00,100.00,1.42,100.00,98.58
Training and development manager,Social and community service manager,48.0,71.7,87.29,0.62,-2.88,100.00,100.00,1.75,100.00,98.25
Financial and investment analyst,Accountant,43.9,57.0,87.27,0.59,-0.45,100.00,85.00,0.52,92.50,92.02
Financial and investment analyst,Human resources manager,43.9,76.5,87.23,1.35,-5.94,100.00,70.00,3.65,85.00,81.90
Training and development manager,Insurance claims and policy processing clerk,48.0,80.1,87.11,0.92,-4.86,100.00,100.00,2.89,100.00,97.11
Purchasing manager,Training and development specialist,47.7,56.7,86.71,3.83,-0.80,100.00,100.00,2.32,100.00,97.68
Web developer,Graphic designer,19.4,54.7,86.62,-0.18,-2.08,100.00,94.59,0.95,97.30,96.37
Purchasing manager,Social and community service manager,47.7,71.7,86.53,3.60,-4.30,100.00,97.50,3.95,98.75,94.85
Chemical engineer,Biological scientist,21.6,55.0,86.36,3.19,-1.45,90.00,100.00,2.32,95.00,92.80
Dentist,Dental hygienist,39.5,95.7,86.25,17.36,-17.73,86.84,100.00,17.54,93.42,77.03
Software quality tester,Operations research analyst,44.1,55.0,86.23,0.99,-1.60,95.00,100.00,1.29,97.50,96.24
Web and digital interface designer,Graphic designer,42.7,54.7,86.19,-0.31,-0.87,100.00,86.49,0.28,93.24,92.98
Information security analyst,Training and development specialist,19.3,56.7,85.97,-2.63,-2.26,100.00,100.00,-0.19,100.00,99.81
Software developer,Graphic designer,20.2,54.7,85.82,-0.19,-3.30,100.00,89.19,1.55,94.59,93.12
Architectural and engineering manager,Social and community service manager,12.8,71.7,85.81,0.58,-7.97,100.00,97.50,4.27,98.75,94.53
Web and digital interface designer,Operations research analyst,42.7,55.0,85.73,2.08,-2.64,97.50,100.00,2.36,98.75,96.42
First-line supervisor of non-retail sales workers,Supervisor of personal care and service workers,35.9,65.8,85.68,-1.55,-0.94,100.00,100.00,-0.30,100.00,99.70
Lawyer,Paralegal,39.5,83.0,85.66,2.56,-6.54,100.00,60.00,4.55,80.00,76.36
Architectural and engineering manager,Operations research analyst,12.8,55.0,85.62,4.32,-2.70,100.00,97.50,3.51,98.75,95.28
Operation manager,Social and community service manager,37.1,71.7,85.47,5.73,-4.71,100.00,100.00,5.22,100.00,94.78
Industrial production manager,Social and community service manager,19.1,71.7,85.20,3.35,-4.54,100.00,95.00,3.94,97.50,93.65
First-line supervisor of non-retail sales workers,Human resources worker,35.9,76.5,85.15,0.56,-1.00,100.00,95.00,0.78,97.50,96.74
Property assessor,Insurance underwriter,34.2,56.9,85.13,1.67,0.47,100.00,100.00,0.60,100.00,99.40
Operation manager,Human resources worker,37.1,76.5,84.98,5.69,-4.98,100.00,100.00,5.34,100.00,94.66
Computer systems analyst,Operations research analyst,37.8,55.0,84.96,3.07,-3.00,97.50,100.00,3.03,98.75,95.75
Building cleaner,Housekeeping cleaner,38.7,88.4,84.95,1.65,-3.12,100.00,97.50,2.39,98.75,96.39
Postsecondary teacher,School psychologist,46.6,87.9,84.73,4.13,-3.92,100.00,62.50,4.03,81.25,77.98
Industrial production manager,Accountant,19.1,57.0,84.49,0.58,-2.42,95.00,100.00,1.50,97.50,96.03
Food service manager,First-line supervisor of food preparation and serving workers,46.7,53.5,84.49,0.65,-1.75,37.50,100.00,1.20,68.75,67.93
Facilities manager,Social and human service assistant,23.4,75.3,84.45,6.44,-3.52,97.50,100.00,4.98,98.75,93.83
Chemical technician,Medical scientist,35.0,51.8,84.20,-0.28,0.58,100.00,100.00,-0.43,100.00,99.57
Counter and rental clerk,Order clerk,38.7,58.3,84.14,-2.36,-2.46,100.00,100.00,0.05,100.00,99.95
Postsecondary teacher,Elementary and middle school teacher,46.6,78.6,83.91,0.66,-4.20,100.00,79.31,2.43,89.66,87.48
Chemical technician,Biological scientist,35.0,55.0,83.89,1.31,-0.23,100.00,100.00,0.77,100.00,99.23
Cost estimator,Accountant,17.7,57.0,83.72,0.10,-0.58,97.50,100.00,0.34,98.75,98.41
Postsecondary teacher,Teaching assistant,46.6,79.5,83.68,1.42,2.07,100.00,90.00,-0.32,95.00,94.69
Food service manager,Food preparation worker,46.7,58.7,83.62,-0.50,-0.56,97.50,100.00,0.03,98.75,98.72
Operation manager,Accountant,37.1,57.0,83.57,0.09,0.53,100.00,100.00,-0.22,100.00,99.78
First-line supervisor of non-retail sales workers,Payroll and timekeeping clerk,35.9,88.2,83.54,-0.32,-2.22,100.00,100.00,0.95,100.00,99.05
First-line supervisor of non-retail sales workers,Insurance sales agent,35.9,54.9,83.35,-1.05,3.74,100.00,100.00,-2.39,100.00,97.61
Software developer,Advertising sales agent,20.2,52.7,83.02,4.47,-3.25,100.00,100.00,3.86,100.00,96.14
First-line supervisor of retail sales workers,First-line supervisor of office and administrative support workers,44.6,65.8,82.90,1.89,-0.52,97.22,100.00,1.21,98.61,97.42
First-line supervisor of non-retail sales workers,Insurance claims and policy processing clerk,35.9,80.1,82.90,0.82,-3.85,100.00,100.00,2.33,100.00,97.67
Cost estimator,Insurance underwriter,17.7,56.9,82.88,4.21,-0.63,100.00,100.00,2.42,100.00,97.58
Materials engineer,Medical scientist,13.5,51.8,82.86,2.91,-0.55,75.00,100.00,1.73,87.50,85.98
First-line supervisor of non-retail sales workers,Social and human service assistant,35.9,75.3,82.81,-0.01,-1.39,100.00,95.00,0.69,97.50,96.83
Property assessor,Accountant,34.2,57.0,82.77,0.22,1.83,97.50,100.00,-0.81,98.75,97.95
Postsecondary teacher,Special education teacher,46.6,86.6,82.74,1.79,-0.25,100.00,87.50,1.02,93.75,92.79
First-line supervisor of retail sales workers,Order clerk,44.6,58.3,82.68,-1.73,0.55,100.00,96.88,-1.14,98.44,97.31
Painter,Artist,10.4,51.6,82.54,3.87,-0.50,97.14,100.00,2.19,98.57,96.42
Software developer,Accountant,20.2,57.0,82.50,3.37,-2.20,100.00,100.00,2.79,100.00,97.21
Information security analyst,Insurance claims and policy processing clerk,19.3,80.1,82.43,0.64,-6.68,100.00,92.11,3.66,96.05,92.54
Operation manager,Compliance officer,37.1,51.8,82.41,7.13,-1.36,92.50,100.00,4.25,96.25,92.16
Chemists and materials scientist,Medical scientist,36.0,51.8,82.39,-2.53,-0.91,96.88,100.00,-0.81,98.44,97.64
Materials engineer,Biological scientist,13.5,55.0,82.14,4.06,-1.04,75.00,100.00,2.55,87.50,85.27
Web and digital interface designer,Advertising sales agent,42.7,52.7,82.03,0.52,-2.40,100.00,100.00,1.46,100.00,98.54
Web and digital interface designer,Insurance claims and policy processing clerk,42.7,80.1,81.94,0.47,-7.14,100.00,97.37,3.80,98.68,94.93
Property assessor,Tax preparer,34.2,66.3,81.93,1.73,2.67,100.00,100.00,-0.47,100.00,99.53
Counter and rental clerk,Payroll and timekeeping clerk,38.7,88.2,81.92,3.85,-2.22,100.00,100.00,3.03,100.00,96.97
First-line supervisor of non-retail sales workers,Advertising sales agent,35.9,52.7,81.85,-2.59,4.81,100.00,100.00,-3.70,100.00,96.30
First-line supervisor of non-retail sales workers,Order clerk,35.9,58.3,81.81,-1.42,-1.47,100.00,96.88,0.03,98.44,98.41
Operation manager,Public relations specialist,37.1,76.2,81.53,2.54,-0.81,100.00,100.00,1.68,100.00,98.32
Property assessor,Real estate broker,34.2,57.0,81.51,-1.92,2.86,100.00,100.00,-2.39,100.00,97.61
First-line supervisor of non-retail sales workers,Customer service representative,35.9,65.3,81.44,1.65,-3.76,92.86,100.00,2.70,96.43,93.82
Software developer,Insurance claims and policy processing clerk,20.2,80.1,81.32,6.40,-10.41,100.00,92.11,8.40,96.05,87.98
Information security analyst,Insurance underwriter,19.3,56.9,81.21,-0.10,-1.17,100.00,100.00,0.54,100.00,99.46
Information security analyst,Accountant,19.3,57.0,81.08,-2.45,-0.55,100.00,100.00,-0.95,100.00,99.05
Web developer,Advertising sales agent,19.4,52.7,81.04,4.46,-4.14,100.00,100.00,4.30,100.00,95.70
Postsecondary teacher,Public relations specialist,46.6,76.2,80.98,0.40,-0.84,97.50,100.00,0.62,98.75,98.14
Computer support specialist,Customer service representative,26.2,65.3,80.93,8.65,-6.16,75.00,100.00,7.41,87.50,81.02
Software developer,Customer service representative,20.2,65.3,80.93,6.14,-7.71,97.50,96.43,6.92,96.96,90.25
Chemists and materials scientist,Biological scientist,36.0,55.0,80.90,0.69,-2.67,100.00,100.00,1.68,100.00,98.32
Surgeon,Medical scientist,20.0,51.8,80.81,-0.04,-1.62,90.32,100.00,0.79,95.16,94.41
Operation manager,Insurance underwriter,37.1,56.9,80.69,2.49,-1.98,95.00,100.00,2.24,97.50,95.32
Postsecondary teacher,Social and community service manager,46.6,71.7,80.66,4.05,-3.71,100.00,100.00,3.88,100.00,96.12
Information security analyst,Payroll and timekeeping clerk,19.3,88.2,80.57,-0.44,-4.73,100.00,100.00,2.14,100.00,97.86
Electrical and electronic engineering technician,Medical appliance technician,11.6,58.9,80.54,0.58,-1.00,100.00,95.00,0.79,97.50,96.73
Information security analyst,Executive secretary,19.3,90.0,80.53,5.28,-8.55,97.50,100.00,6.91,98.75,91.92
Property assessor,Loan officer,34.2,51.6,80.52,-0.90,4.02,100.00,100.00,-2.46,100.00,97.54
Software developer,Insurance sales agent,20.2,54.9,80.48,1.31,-4.68,100.00,100.00,3.00,100.00,97.00
Lawyer,Accountant,39.5,57.0,80.39,0.60,-0.68,100.00,97.50,0.64,98.75,98.12
Information security analyst,Social and community service manager,19.3,71.7,80.27,0.19,-5.13,100.00,97.50,2.66,98.75,96.12
Information security analyst,Public relations specialist,19.3,76.2,80.07,-0.49,-1.73,100.00,100.00,0.62,100.00,99.38
Software developer,Public relations specialist,20.2,76.2,79.88,5.68,-3.34,100.00,100.00,4.51,100.00,95.49
Cook,Baker,39.8,65.5,79.84,0.19,0.08,100.00,100.00,0.06,100.00,99.94
First-line supervisor of retail sales workers,Payroll and timekeeping clerk,44.6,88.2,79.77,1.15,-0.96,100.00,100.00,1.06,100.00,98.94
Postsecondary teacher,Social and human service assistant,46.6,75.3,79.70,5.12,-1.01,100.00,100.00,3.07,100.00,96.93
Lawyer,Legal secretary,39.5,96.4,79.62,4.83,-15.77,100.00,44.83,10.30,72.41,64.95
First-line supervisor of housekeeping and janitorial workers,Housekeeping cleaner,44.1,88.4,79.57,-0.00,-1.45,100.00,100.00,0.72,100.00,99.28
Chemical technician,Miscellaneous health technician,35.0,72.7,79.33,-0.24,-2.28,100.00,100.00,1.02,100.00,98.98
Property assessor,Social and community service manager,34.2,71.7,79.29,7.03,-0.49,100.00,100.00,3.76,100.00,96.24
Mechanical engineer,Biological scientist,10.1,55.0,79.28,2.92,-0.51,95.00,100.00,1.71,97.50,95.83
Web developer,Customer service representative,19.4,65.3,79.26,4.22,-6.87,87.50,100.00,5.55,93.75,88.55
Web and digital interface designer,Customer service representative,42.7,65.3,79.25,0.52,-6.46,100.00,100.00,3.49,100.00,96.51
Computer numerically controlled tool operator,Filling machine operator,7.8,57.3,79.08,0.08,-3.07,100.00,87.50,1.57,93.75,92.28
Personal financial advisor,Loan officer,32.6,51.6,79.02,0.88,0.20,100.00,97.44,0.34,98.72,98.38
First-line supervisor of retail sales workers,Supervisor of personal care and service workers,44.6,65.8,78.96,0.84,-1.18,100.00,100.00,1.01,100.00,98.99
Software quality tester,Customer service representative,44.1,65.3,78.93,2.45,-7.77,97.50,100.00,5.11,98.75,93.70
Postsecondary teacher,Insurance underwriter,46.6,56.9,78.78,-0.05,0.33,100.00,100.00,-0.19,100.00,99.81
Web and digital interface designer,Social and community service manager,42.7,71.7,78.77,0.21,-5.46,100.00,100.00,2.84,100.00,97.16
Software developer,Insurance underwriter,20.2,56.9,78.63,3.99,-2.69,100.00,100.00,3.34,100.00,96.66
Property assessor,Insurance sales agent,34.2,54.9,78.62,-1.13,2.21,100.00,100.00,-1.67,100.00,98.33
Software quality tester,Graphic designer,44.1,54.7,78.60,-3.34,1.65,97.50,100.00,-2.49,98.75,96.29
Software quality tester,Insurance claims and policy processing clerk,44.1,80.1,78.58,3.18,-6.77,100.00,97.37,4.98,98.68,93.77
Chemical technician,Ophthalmic medical technician,35.0,73.7,78.53,0.69,-1.62,100.00,100.00,1.16,100.00,98.84
Lawyer,Insurance underwriter,39.5,56.9,78.48,1.69,-5.23,100.00,95.00,3.46,97.50,94.13
Web and digital interface designer,Payroll and timekeeping clerk,42.7,88.2,78.41,-0.09,-3.20,100.00,100.00,1.56,100.00,98.44
Database administrator,Executive secretary,30.8,90.0,78.39,13.56,-5.43,87.50,100.00,9.50,93.75,84.85
Lawyer,Loan officer,39.5,51.6,78.35,-0.23,-2.07,100.00,94.87,0.92,97.44,96.54
Postsecondary teacher,Mental health counselor,46.6,74.6,78.31,1.26,2.31,100.00,82.50,-0.52,91.25,90.77
First-line supervisor of retail sales workers,Billing and posting clerk,44.6,91.4,78.25,0.51,-2.30,100.00,100.00,1.41,100.00,98.59
First-line supervisor of retail sales workers,Social and human service assistant,44.6,75.3,78.13,0.78,-2.52,100.00,97.50,1.65,98.75,97.12
Occupational health and safety specialist,Order clerk,17.9,58.3,78.11,-1.65,-4.32,100.00,100.00,1.34,100.00,98.66
Occupational health and safety specialist,Insurance sales agent,17.9,54.9,78.10,-0.46,3.72,100.00,100.00,-2.09,100.00,97.91
First-line supervisor of retail sales workers,Customer service representative,44.6,65.3,78.03,0.33,-1.72,75.00,100.00,1.03,87.50,86.60
Cost estimator,Graphic designer,17.7,54.7,78.03,-1.31,1.59,100.00,100.00,-1.45,100.00,98.55
Web and digital interface designer,Insurance sales agent,42.7,54.9,78.02,0.00,-5.43,100.00,100.00,2.71,100.00,97.29
Personal financial advisor,Insurance underwriter,32.6,56.9,78.01,2.59,-3.04,100.00,100.00,2.81,100.00,97.19
Food service manager,Lodging manager,46.7,61.6,78.00,-0.03,-0.57,100.00,100.00,0.27,100.00,99.73
Software quality tester,Advertising sales agent,44.1,52.7,77.98,-0.62,0.46,100.00,100.00,-0.54,100.00,99.46
Software quality tester,Insurance underwriter,44.1,56.9,77.97,1.13,-0.89,97.50,100.00,1.01,98.75,97.75
Printing press operator,Filling machine operator,24.7,57.3,77.95,-1.68,0.67,100.00,97.50,-1.17,98.75,97.59
Counter and rental clerk,Billing and posting clerk,38.7,91.4,77.93,2.63,-3.34,100.00,100.00,2.98,100.00,97.02
Web developer,Public relations specialist,19.4,76.2,77.89,4.75,-4.63,100.00,100.00,4.69,100.00,95.31
Web and digital interface designer,Public relations specialist,42.7,76.2,77.89,2.03,-5.82,100.00,100.00,3.92,100.00,96.08
Photographer,Artist,48.5,51.6,77.87,0.43,0.85,85.00,100.00,-0.21,92.50,92.31
Database administrator,Compliance officer,30.8,51.8,77.85,6.73,-1.16,95.00,100.00,3.94,97.50,93.65
Chief executive,Executive secretary,30.6,90.0,77.82,5.17,-12.36,100.00,95.83,8.76,97.92,89.34
First-line supervisor of retail sales workers,Advertising sales agent,44.6,52.7,77.77,-0.50,2.94,100.00,100.00,-1.72,100.00,98.28
Cost estimator,Advertising sales agent,17.7,52.7,77.74,0.21,1.02,100.00,100.00,-0.40,100.00,99.60
Surgeon,Physician assistant,20.0,68.8,77.67,7.12,-7.87,93.55,100.00,7.50,96.77,89.52
First-line supervisor of production and operating workers,First-line supervisor of office and administrative support workers,23.5,65.8,77.67,0.32,-0.56,100.00,100.00,0.44,100.00,99.56
Web developer,Insurance sales agent,19.4,54.9,77.45,1.95,-4.72,100.00,100.00,3.34,100.00,96.66
Cost estimator,Public relations specialist,17.7,76.2,77.43,2.90,-0.54,100.00,100.00,1.72,100.00,98.28
Logistician,Compliance officer,38.7,51.8,77.42,3.70,-0.59,62.50,100.00,2.15,81.25,79.50
Mechanical engineer,Medical scientist,10.1,51.8,77.42,3.08,-0.57,95.00,100.00,1.82,97.50,95.72
Occupational health and safety specialist,Advertising sales agent,17.9,52.7,77.35,0.04,2.77,100.00,100.00,-1.37,100.00,98.63
Property assessor,Lodging manager,34.2,61.6,77.25,-1.74,2.30,100.00,97.50,-2.02,98.75,96.76
Software quality tester,Insurance sales agent,44.1,54.9,77.18,-0.94,-3.27,100.00,100.00,1.16,100.00,98.84
Wastewater treatment system operator,Filling machine operator,7.3,57.3,77.18,-1.15,-0.49,97.50,100.00,-0.33,98.75,98.43
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of food preparation and serving workers,44.1,53.5,77.16,-0.95,-0.10,95.45,100.00,-0.42,97.73,97.31
Computer systems manager,Compliance officer,27.7,51.8,77.12,8.56,-1.80,72.50,100.00,5.18,86.25,81.78
Database administrator,File Clerk,30.8,76.0,77.11,1.49,-4.34,100.00,100.00,2.91,100.00,97.09
First-line supervisor of retail sales workers,First-line supervisor of food preparation and serving workers,44.6,53.5,77.10,-0.37,-0.22,100.00,100.00,-0.07,100.00,99.93
Database administrator,Billing and posting clerk,30.8,91.4,77.03,2.24,-3.03,100.00,100.00,2.64,100.00,97.36
Software quality tester,Payroll and timekeeping clerk,44.1,88.2,76.98,1.21,-6.51,100.00,100.00,3.86,100.00,96.14
Property assessor,Executive secretary,34.2,90.0,76.98,13.37,-2.94,90.00,100.00,8.16,95.00,87.25
Property assessor,First-line supervisor of office and administrative support workers,34.2,65.8,76.86,2.89,-0.30,90.00,100.00,1.59,95.00,93.49
Web developer,Insurance claims and policy processing clerk,19.4,80.1,76.84,5.22,-9.61,95.00,94.74,7.41,94.87,87.84
