occtm,occtf,occtm_ratio,occtf_ratio,similarity,occtm_bias,occtf_bias,occtm_acc,occtf_acc,bias,acc,ipss
Project management specialist,Human resources manager,47.3,76.5,92.47,3.21,-6.41,100.00,100.00,4.81,100.00,95.19
Purchasing manager,Public relations manager,47.7,66.4,92.38,0.97,-2.01,100.00,100.00,1.49,100.00,98.51
Management analyst,Human resources manager,46.6,76.5,92.37,2.23,-4.14,100.00,92.50,3.19,96.25,93.18
Architectural and engineering manager,Marketing manager,12.8,62.4,92.25,1.17,-2.00,100.00,95.00,1.58,97.50,95.96
Financial and investment analyst,Financial manager,43.9,56.2,92.25,-1.60,1.44,100.00,95.00,-1.52,97.50,96.02
Project management specialist,Human resources worker,47.3,76.5,92.21,2.01,-5.57,100.00,95.00,3.79,97.50,93.80
Facilities manager,Human resources manager,23.4,76.5,92.06,5.54,-2.29,77.50,100.00,3.92,88.75,85.27
Architectural and engineering manager,Training and development specialist,12.8,56.7,92.00,2.69,-3.94,100.00,100.00,3.32,100.00,96.68
Training and development manager,Marketing specialist,48.0,61.7,91.94,-0.76,0.78,100.00,100.00,-0.77,100.00,99.23
Architectural and engineering manager,Administrative services manager,12.8,74.0,91.94,5.78,-9.17,100.00,100.00,7.47,100.00,92.53
Architectural and engineering manager,Human resources manager,12.8,76.5,91.77,2.67,-9.29,100.00,95.00,5.98,97.50,91.67
Management analyst,Human resources worker,46.6,76.5,91.64,1.48,-2.86,100.00,45.00,2.17,72.50,70.92
Training and development manager,Human resources worker,48.0,76.5,91.58,1.88,-2.91,100.00,87.50,2.40,93.75,91.50
Project management specialist,Operations research analyst,47.3,55.0,91.31,3.94,-1.79,100.00,100.00,2.86,100.00,97.14
Project management specialist,Financial manager,47.3,56.2,91.15,-1.23,-0.93,97.50,100.00,-0.15,98.75,98.60
Sales manager,Human resources worker,33.1,76.5,91.09,4.11,-6.85,100.00,90.00,5.48,95.00,89.79
Facilities manager,Marketing manager,23.4,62.4,90.92,0.44,-0.45,97.50,100.00,0.45,98.75,98.31
Facilities manager,Administrative services manager,23.4,74.0,90.81,3.98,-2.38,42.50,100.00,3.18,71.25,68.98
Sales manager,Administrative services manager,33.1,74.0,90.73,6.40,-6.04,97.50,100.00,6.22,98.75,92.61
Management analyst,Administrative services manager,46.6,74.0,90.68,2.21,-2.15,100.00,100.00,2.18,100.00,97.82
Purchasing manager,Human resources worker,47.7,76.5,90.36,4.24,-5.07,100.00,100.00,4.66,100.00,95.34
Management analyst,Training and development specialist,46.6,56.7,90.32,0.61,-1.18,100.00,100.00,0.90,100.00,99.10
Architectural and engineering manager,Public relations manager,12.8,66.4,90.31,1.14,-5.62,100.00,97.50,3.38,98.75,95.41
Financial and investment analyst,Training and development specialist,43.9,56.7,90.27,0.31,-3.21,100.00,97.50,1.76,98.75,97.01
Facilities manager,Public relations manager,23.4,66.4,90.26,1.85,-1.33,95.00,100.00,1.59,97.50,95.95
Sales manager,Training and development specialist,33.1,56.7,90.18,3.73,-3.78,100.00,100.00,3.75,100.00,96.25
Financial and investment analyst,Administrative services manager,43.9,74.0,90.16,2.04,-4.10,100.00,97.50,3.07,98.75,95.72
Architectural and engineering manager,Financial manager,12.8,56.2,90.11,0.63,-4.58,100.00,100.00,2.60,100.00,97.40
Purchasing manager,Marketing specialist,47.7,61.7,90.08,0.13,0.64,100.00,100.00,-0.25,100.00,99.75
Training and development manager,Financial manager,48.0,56.2,90.06,-2.92,2.35,100.00,100.00,-2.64,100.00,97.36
Sales manager,Advertising sales agent,33.1,52.7,89.99,-0.69,0.79,100.00,92.31,-0.74,96.15,95.44
Management analyst,Accountant,46.6,57.0,89.84,-3.26,1.55,100.00,100.00,-2.41,100.00,97.59
Industrial production manager,Human resources manager,19.1,76.5,89.80,6.17,-3.35,100.00,100.00,4.76,100.00,95.24
Facilities manager,Social and community service manager,23.4,71.7,89.67,3.09,-4.50,100.00,97.50,3.79,98.75,95.00
Purchasing manager,Administrative services manager,47.7,74.0,89.51,4.35,-3.24,67.50,100.00,3.79,83.75,80.57
Industrial production manager,Financial manager,19.1,56.2,89.51,0.03,-1.25,85.00,100.00,0.64,92.50,91.91
Operation manager,Financial manager,37.1,56.2,89.31,-1.37,-0.26,87.50,100.00,-0.56,93.75,93.23
Industrial production manager,Human resources worker,19.1,76.5,89.29,5.22,-4.20,97.50,100.00,4.71,98.75,94.10
Sales manager,Insurance sales agent,33.1,54.9,89.13,-0.12,-1.13,100.00,100.00,0.51,100.00,99.49
Architectural and engineering manager,Marketing specialist,12.8,61.7,89.09,0.96,-3.74,100.00,95.00,2.35,97.50,95.21
Postsecondary teacher,Secondary school teacher,46.6,56.9,89.04,0.50,0.78,100.00,63.33,-0.14,81.67,81.55
Facilities manager,Human resources worker,23.4,76.5,88.96,7.64,-2.00,97.50,100.00,4.82,98.75,93.99
Software developer,Marketing specialist,20.2,61.7,88.94,4.06,-5.17,100.00,100.00,4.62,100.00,95.38
Industrial production manager,Marketing manager,19.1,62.4,88.93,1.73,-0.65,100.00,100.00,1.19,100.00,98.81
Facilities manager,Training and development specialist,23.4,56.7,88.90,1.33,-0.67,85.00,100.00,1.00,92.50,91.57
Software developer,Operations research analyst,20.2,55.0,88.88,6.85,-4.51,100.00,100.00,5.68,100.00,94.32
Web and digital interface designer,Marketing specialist,42.7,61.7,88.62,0.16,-5.16,100.00,97.50,2.66,98.75,96.13
Information security analyst,Administrative services manager,19.3,74.0,88.53,-1.44,-1.59,97.50,100.00,0.08,98.75,98.67
Industrial production manager,Operations research analyst,19.1,55.0,88.39,4.19,-1.91,87.50,100.00,3.05,93.75,90.89
Facilities manager,Financial manager,23.4,56.2,88.37,-0.47,-0.47,82.50,100.00,0.00,91.25,91.25
Financial and investment analyst,Marketing manager,43.9,62.4,88.36,0.44,-0.15,100.00,85.00,0.30,92.50,92.23
Industrial production manager,Public relations manager,19.1,66.4,88.35,3.22,-1.77,97.50,100.00,2.50,98.75,96.29
Project management specialist,Public relations specialist,47.3,76.2,88.35,1.41,-2.44,100.00,100.00,1.93,100.00,98.07
Industrial production manager,Administrative services manager,19.1,74.0,88.30,6.41,-2.97,80.00,100.00,4.69,90.00,85.78
Facilities manager,Marketing specialist,23.4,61.7,88.28,1.03,-0.78,97.50,100.00,0.90,98.75,97.86
Financial and investment analyst,Marketing specialist,43.9,61.7,88.28,0.40,0.92,100.00,70.00,-0.26,85.00,84.78
First-line supervisor of non-retail sales workers,First-line supervisor of office and administrative support workers,35.9,65.8,88.18,2.76,-3.16,100.00,100.00,2.96,100.00,97.04
Operation manager,Marketing manager,37.1,62.4,88.12,0.50,0.09,100.00,100.00,0.21,100.00,99.79
Industrial production manager,Training and development specialist,19.1,56.7,88.10,4.58,-1.26,97.50,100.00,2.92,98.75,95.86
Purchasing manager,Accountant,47.7,57.0,88.07,-2.03,-0.31,97.50,100.00,-0.86,98.75,97.90
Financial and investment analyst,Insurance underwriter,43.9,56.9,88.04,-0.18,-2.20,100.00,87.50,1.01,93.75,92.80
Financial and investment analyst,Public relations manager,43.9,66.4,87.91,0.65,-1.80,100.00,80.00,1.23,90.00,88.89
Chemical engineer,Medical scientist,21.6,51.8,87.70,-0.37,-0.59,80.00,100.00,0.11,90.00,89.90
Operation manager,Human resources manager,37.1,76.5,87.61,4.56,-5.74,100.00,100.00,5.15,100.00,94.85
Architectural and engineering manager,Human resources worker,12.8,76.5,87.58,1.79,-7.50,100.00,72.50,4.64,86.25,82.25
Operation manager,Public relations manager,37.1,66.4,87.47,1.92,-1.24,100.00,100.00,1.58,100.00,98.42
Training and development manager,Social and community service manager,48.0,71.7,87.29,0.51,-2.78,100.00,100.00,1.64,100.00,98.36
Financial and investment analyst,Accountant,43.9,57.0,87.27,-0.70,0.63,100.00,90.00,-0.66,95.00,94.37
Financial and investment analyst,Human resources manager,43.9,76.5,87.23,0.60,-5.14,100.00,75.00,2.87,87.50,84.99
Training and development manager,Insurance claims and policy processing clerk,48.0,80.1,87.11,0.83,-5.53,100.00,100.00,3.18,100.00,96.82
Purchasing manager,Training and development specialist,47.7,56.7,86.71,3.09,-0.45,100.00,100.00,1.77,100.00,98.23
Web developer,Graphic designer,19.4,54.7,86.62,-0.02,-2.00,100.00,97.30,0.99,98.65,97.67
Purchasing manager,Social and community service manager,47.7,71.7,86.53,2.33,-3.97,100.00,100.00,3.15,100.00,96.85
Chemical engineer,Biological scientist,21.6,55.0,86.36,-0.35,-1.13,87.50,100.00,0.39,93.75,93.39
Dentist,Dental hygienist,39.5,95.7,86.25,22.27,-19.31,86.84,100.00,20.79,93.42,74.00
Software quality tester,Operations research analyst,44.1,55.0,86.23,0.06,-1.17,95.00,100.00,0.62,97.50,96.90
Web and digital interface designer,Graphic designer,42.7,54.7,86.19,-1.68,-1.30,100.00,86.49,-0.19,93.24,93.07
Information security analyst,Training and development specialist,19.3,56.7,85.97,-3.12,-1.86,100.00,100.00,-0.63,100.00,99.37
Software developer,Graphic designer,20.2,54.7,85.82,-0.48,-2.57,100.00,89.19,1.05,94.59,93.60
Architectural and engineering manager,Social and community service manager,12.8,71.7,85.81,0.36,-7.88,100.00,97.50,4.12,98.75,94.69
Web and digital interface designer,Operations research analyst,42.7,55.0,85.73,1.07,-2.13,100.00,100.00,1.60,100.00,98.40
First-line supervisor of non-retail sales workers,Supervisor of personal care and service workers,35.9,65.8,85.68,-2.13,-0.79,100.00,100.00,-0.67,100.00,99.33
Lawyer,Paralegal,39.5,83.0,85.66,3.00,-8.88,100.00,57.50,5.94,78.75,74.07
Architectural and engineering manager,Operations research analyst,12.8,55.0,85.62,4.63,-2.86,100.00,97.50,3.75,98.75,95.05
Operation manager,Social and community service manager,37.1,71.7,85.47,3.33,-4.10,100.00,100.00,3.71,100.00,96.29
Industrial production manager,Social and community service manager,19.1,71.7,85.20,2.36,-4.06,100.00,95.00,3.21,97.50,94.37
First-line supervisor of non-retail sales workers,Human resources worker,35.9,76.5,85.15,1.10,-2.59,100.00,92.50,1.85,96.25,94.47
Property assessor,Insurance underwriter,34.2,56.9,85.13,1.16,0.36,100.00,100.00,0.40,100.00,99.60
Operation manager,Human resources worker,37.1,76.5,84.98,4.90,-5.24,100.00,100.00,5.07,100.00,94.93
Computer systems analyst,Operations research analyst,37.8,55.0,84.96,0.87,-3.32,97.50,100.00,2.09,98.75,96.68
Building cleaner,Housekeeping cleaner,38.7,88.4,84.95,-0.56,-1.75,100.00,97.50,0.60,98.75,98.16
Postsecondary teacher,School psychologist,46.6,87.9,84.73,3.68,-4.20,100.00,65.62,3.94,82.81,79.55
Industrial production manager,Accountant,19.1,57.0,84.49,-0.38,-2.67,97.50,100.00,1.15,98.75,97.62
Food service manager,First-line supervisor of food preparation and serving workers,46.7,53.5,84.49,0.41,-2.33,65.00,100.00,1.37,82.50,81.37
Facilities manager,Social and human service assistant,23.4,75.3,84.45,3.15,-3.14,100.00,100.00,3.14,100.00,96.86
Chemical technician,Medical scientist,35.0,51.8,84.20,-2.62,0.50,100.00,100.00,-1.56,100.00,98.44
Counter and rental clerk,Order clerk,38.7,58.3,84.14,-3.12,-2.74,100.00,100.00,-0.19,100.00,99.81
Postsecondary teacher,Elementary and middle school teacher,46.6,78.6,83.91,0.90,-2.79,100.00,86.21,1.85,93.10,91.38
Chemical technician,Biological scientist,35.0,55.0,83.89,-1.15,0.14,100.00,100.00,-0.64,100.00,99.36
Cost estimator,Accountant,17.7,57.0,83.72,-0.90,-0.12,97.50,100.00,-0.39,98.75,98.36
Postsecondary teacher,Teaching assistant,46.6,79.5,83.68,0.32,3.14,100.00,97.50,-1.41,98.75,97.36
Food service manager,Food preparation worker,46.7,58.7,83.62,-0.66,-0.53,100.00,100.00,-0.07,100.00,99.93
Operation manager,Accountant,37.1,57.0,83.57,-0.83,0.68,100.00,100.00,-0.76,100.00,99.24
First-line supervisor of non-retail sales workers,Payroll and timekeeping clerk,35.9,88.2,83.54,-0.19,-2.68,100.00,100.00,1.25,100.00,98.75
First-line supervisor of non-retail sales workers,Insurance sales agent,35.9,54.9,83.35,-1.81,2.43,100.00,100.00,-2.12,100.00,97.88
Software developer,Advertising sales agent,20.2,52.7,83.02,3.40,-3.15,100.00,100.00,3.28,100.00,96.72
First-line supervisor of retail sales workers,First-line supervisor of office and administrative support workers,44.6,65.8,82.90,1.77,-0.76,100.00,100.00,1.26,100.00,98.74
First-line supervisor of non-retail sales workers,Insurance claims and policy processing clerk,35.9,80.1,82.90,0.29,-4.46,100.00,100.00,2.38,100.00,97.62
Cost estimator,Insurance underwriter,17.7,56.9,82.88,3.25,-0.34,100.00,100.00,1.80,100.00,98.20
Materials engineer,Medical scientist,13.5,51.8,82.86,0.64,-0.82,75.00,100.00,0.73,87.50,86.86
First-line supervisor of non-retail sales workers,Social and human service assistant,35.9,75.3,82.81,-0.04,-0.97,100.00,95.00,0.46,97.50,97.05
Property assessor,Accountant,34.2,57.0,82.77,-1.91,1.18,97.50,100.00,-1.55,98.75,97.22
Postsecondary teacher,Special education teacher,46.6,86.6,82.74,2.01,0.18,100.00,90.62,0.92,95.31,94.44
First-line supervisor of retail sales workers,Order clerk,44.6,58.3,82.68,-1.56,0.12,100.00,96.88,-0.84,98.44,97.61
Painter,Artist,10.4,51.6,82.54,3.60,-1.19,100.00,100.00,2.39,100.00,97.61
Software developer,Accountant,20.2,57.0,82.50,1.94,-1.93,100.00,100.00,1.93,100.00,98.07
Information security analyst,Insurance claims and policy processing clerk,19.3,80.1,82.43,-0.29,-6.51,100.00,92.11,3.11,96.05,93.06
Operation manager,Compliance officer,37.1,51.8,82.41,6.71,-1.00,97.50,100.00,3.86,98.75,94.94
Chemists and materials scientist,Medical scientist,36.0,51.8,82.39,-4.43,-1.59,96.88,100.00,-1.42,98.44,97.04
Materials engineer,Biological scientist,13.5,55.0,82.14,1.57,-0.93,75.00,100.00,1.25,87.50,86.41
Web and digital interface designer,Advertising sales agent,42.7,52.7,82.03,0.20,-1.95,100.00,100.00,1.07,100.00,98.93
Web and digital interface designer,Insurance claims and policy processing clerk,42.7,80.1,81.94,0.07,-6.50,100.00,100.00,3.28,100.00,96.72
Property assessor,Tax preparer,34.2,66.3,81.93,0.86,1.98,100.00,100.00,-0.56,100.00,99.44
Counter and rental clerk,Payroll and timekeeping clerk,38.7,88.2,81.92,3.23,-2.43,100.00,100.00,2.83,100.00,97.17
First-line supervisor of non-retail sales workers,Advertising sales agent,35.9,52.7,81.85,-2.67,2.49,100.00,100.00,-2.58,100.00,97.42
First-line supervisor of non-retail sales workers,Order clerk,35.9,58.3,81.81,-1.76,-1.99,100.00,96.88,0.11,98.44,98.33
Operation manager,Public relations specialist,37.1,76.2,81.53,2.27,-0.86,100.00,100.00,1.57,100.00,98.43
Property assessor,Real estate broker,34.2,57.0,81.51,-1.63,2.20,100.00,100.00,-1.91,100.00,98.09
First-line supervisor of non-retail sales workers,Customer service representative,35.9,65.3,81.44,0.91,-4.28,92.86,100.00,2.60,96.43,93.92
Software developer,Insurance claims and policy processing clerk,20.2,80.1,81.32,4.47,-10.01,100.00,97.37,7.24,98.68,91.54
Information security analyst,Insurance underwriter,19.3,56.9,81.21,-0.70,-0.34,100.00,100.00,-0.18,100.00,99.82
Information security analyst,Accountant,19.3,57.0,81.08,-2.83,0.18,100.00,100.00,-1.50,100.00,98.50
Web developer,Advertising sales agent,19.4,52.7,81.04,3.93,-4.17,100.00,100.00,4.05,100.00,95.95
Postsecondary teacher,Public relations specialist,46.6,76.2,80.98,0.32,-0.60,100.00,100.00,0.46,100.00,99.54
Computer support specialist,Customer service representative,26.2,65.3,80.93,6.50,-5.92,82.50,100.00,6.21,91.25,85.58
Software developer,Customer service representative,20.2,65.3,80.93,5.27,-8.29,97.50,96.43,6.78,96.96,90.39
Chemists and materials scientist,Biological scientist,36.0,55.0,80.90,-0.73,-2.92,100.00,100.00,1.10,100.00,98.90
Surgeon,Medical scientist,20.0,51.8,80.81,0.39,-2.26,93.55,100.00,1.32,96.77,95.49
Operation manager,Insurance underwriter,37.1,56.9,80.69,1.58,-1.77,97.50,100.00,1.68,98.75,97.10
Postsecondary teacher,Social and community service manager,46.6,71.7,80.66,3.38,-2.91,100.00,100.00,3.15,100.00,96.85
Information security analyst,Payroll and timekeeping clerk,19.3,88.2,80.57,-0.83,-4.35,100.00,100.00,1.76,100.00,98.24
Electrical and electronic engineering technician,Medical appliance technician,11.6,58.9,80.54,0.01,0.13,100.00,95.00,-0.06,97.50,97.44
Information security analyst,Executive secretary,19.3,90.0,80.53,4.44,-10.80,100.00,100.00,7.62,100.00,92.38
Property assessor,Loan officer,34.2,51.6,80.52,-0.97,3.44,100.00,100.00,-2.20,100.00,97.80
Software developer,Insurance sales agent,20.2,54.9,80.48,0.83,-3.34,100.00,100.00,2.08,100.00,97.92
Lawyer,Accountant,39.5,57.0,80.39,0.29,-1.48,100.00,97.50,0.89,98.75,97.88
Information security analyst,Social and community service manager,19.3,71.7,80.27,-0.09,-3.85,100.00,97.50,1.88,98.75,96.90
Information security analyst,Public relations specialist,19.3,76.2,80.07,-1.04,-2.07,100.00,100.00,0.52,100.00,99.48
Software developer,Public relations specialist,20.2,76.2,79.88,5.20,-3.25,100.00,100.00,4.22,100.00,95.78
Cook,Baker,39.8,65.5,79.84,0.98,-0.54,100.00,100.00,0.76,100.00,99.24
First-line supervisor of retail sales workers,Payroll and timekeeping clerk,44.6,88.2,79.77,0.89,-1.12,100.00,100.00,1.00,100.00,99.00
Postsecondary teacher,Social and human service assistant,46.6,75.3,79.70,4.43,0.05,100.00,100.00,2.19,100.00,97.81
Lawyer,Legal secretary,39.5,96.4,79.62,6.00,-22.90,100.00,44.83,14.45,72.41,61.95
First-line supervisor of housekeeping and janitorial workers,Housekeeping cleaner,44.1,88.4,79.57,-2.43,0.18,100.00,100.00,-1.31,100.00,98.69
Chemical technician,Miscellaneous health technician,35.0,72.7,79.33,-1.12,-2.36,100.00,100.00,0.62,100.00,99.38
Property assessor,Social and community service manager,34.2,71.7,79.29,5.61,0.11,100.00,100.00,2.75,100.00,97.25
Mechanical engineer,Biological scientist,10.1,55.0,79.28,0.50,-0.52,97.50,100.00,0.51,98.75,98.25
Web developer,Customer service representative,19.4,65.3,79.26,4.06,-7.46,87.50,100.00,5.76,93.75,88.35
Web and digital interface designer,Customer service representative,42.7,65.3,79.25,0.26,-6.76,100.00,100.00,3.51,100.00,96.49
Computer numerically controlled tool operator,Filling machine operator,7.8,57.3,79.08,-0.27,-3.29,100.00,85.00,1.51,92.50,91.10
Personal financial advisor,Loan officer,32.6,51.6,79.02,1.47,-0.37,100.00,97.44,0.92,98.72,97.81
First-line supervisor of retail sales workers,Supervisor of personal care and service workers,44.6,65.8,78.96,0.14,-1.35,100.00,100.00,0.74,100.00,99.26
Software quality tester,Customer service representative,44.1,65.3,78.93,2.00,-8.26,100.00,100.00,5.13,100.00,94.87
Postsecondary teacher,Insurance underwriter,46.6,56.9,78.78,0.04,0.59,100.00,100.00,-0.27,100.00,99.73
Web and digital interface designer,Social and community service manager,42.7,71.7,78.77,0.07,-5.05,100.00,100.00,2.56,100.00,97.44
Software developer,Insurance underwriter,20.2,56.9,78.63,2.28,-2.21,100.00,100.00,2.25,100.00,97.75
Property assessor,Insurance sales agent,34.2,54.9,78.62,-1.75,2.04,100.00,100.00,-1.90,100.00,98.10
Software quality tester,Graphic designer,44.1,54.7,78.60,-3.04,1.40,97.50,100.00,-2.22,98.75,96.56
Software quality tester,Insurance claims and policy processing clerk,44.1,80.1,78.58,1.76,-6.38,100.00,97.37,4.07,98.68,94.67
Chemical technician,Ophthalmic medical technician,35.0,73.7,78.53,0.12,-1.17,100.00,100.00,0.64,100.00,99.36
Lawyer,Insurance underwriter,39.5,56.9,78.48,1.21,-5.47,100.00,95.00,3.34,97.50,94.24
Web and digital interface designer,Payroll and timekeeping clerk,42.7,88.2,78.41,-0.41,-2.88,100.00,100.00,1.24,100.00,98.76
Database administrator,Executive secretary,30.8,90.0,78.39,15.53,-6.90,87.50,100.00,11.21,93.75,83.24
Lawyer,Loan officer,39.5,51.6,78.35,-0.35,-2.78,100.00,94.87,1.21,97.44,96.25
Postsecondary teacher,Mental health counselor,46.6,74.6,78.31,1.32,1.05,100.00,85.00,0.13,92.50,92.38
First-line supervisor of retail sales workers,Billing and posting clerk,44.6,91.4,78.25,0.17,-2.15,100.00,100.00,1.16,100.00,98.84
First-line supervisor of retail sales workers,Social and human service assistant,44.6,75.3,78.13,0.60,-2.30,100.00,97.50,1.45,98.75,97.32
Occupational health and safety specialist,Order clerk,17.9,58.3,78.11,-1.78,-4.73,100.00,100.00,1.48,100.00,98.52
Occupational health and safety specialist,Insurance sales agent,17.9,54.9,78.10,-0.55,3.02,100.00,100.00,-1.79,100.00,98.21
First-line supervisor of retail sales workers,Customer service representative,44.6,65.3,78.03,-0.28,-2.17,83.33,100.00,0.94,91.67,90.80
Cost estimator,Graphic designer,17.7,54.7,78.03,-0.73,1.17,100.00,100.00,-0.95,100.00,99.05
Web and digital interface designer,Insurance sales agent,42.7,54.9,78.02,-0.33,-3.93,100.00,100.00,1.80,100.00,98.20
Personal financial advisor,Insurance underwriter,32.6,56.9,78.01,2.54,-3.30,100.00,100.00,2.92,100.00,97.08
Food service manager,Lodging manager,46.7,61.6,78.00,-0.06,-0.94,100.00,100.00,0.44,100.00,99.56
Software quality tester,Advertising sales agent,44.1,52.7,77.98,-0.90,0.57,100.00,100.00,-0.73,100.00,99.27
Software quality tester,Insurance underwriter,44.1,56.9,77.97,-0.17,-0.49,97.50,100.00,0.16,98.75,98.59
Printing press operator,Filling machine operator,24.7,57.3,77.95,-1.83,0.25,100.00,97.50,-1.04,98.75,97.72
Counter and rental clerk,Billing and posting clerk,38.7,91.4,77.93,2.07,-3.41,100.00,100.00,2.74,100.00,97.26
Web developer,Public relations specialist,19.4,76.2,77.89,4.94,-4.71,100.00,100.00,4.82,100.00,95.18
Web and digital interface designer,Public relations specialist,42.7,76.2,77.89,1.82,-6.01,100.00,100.00,3.92,100.00,96.08
Photographer,Artist,48.5,51.6,77.87,1.49,-0.39,87.50,100.00,0.94,93.75,92.87
Database administrator,Compliance officer,30.8,51.8,77.85,6.49,-1.31,95.00,100.00,3.90,97.50,93.70
Chief executive,Executive secretary,30.6,90.0,77.82,5.98,-15.33,100.00,95.83,10.66,97.92,87.48
First-line supervisor of retail sales workers,Advertising sales agent,44.6,52.7,77.77,-0.71,1.52,100.00,100.00,-1.12,100.00,98.88
Cost estimator,Advertising sales agent,17.7,52.7,77.74,0.19,0.52,100.00,100.00,-0.16,100.00,99.84
Surgeon,Physician assistant,20.0,68.8,77.67,7.45,-7.91,96.77,100.00,7.68,98.39,90.83
First-line supervisor of production and operating workers,First-line supervisor of office and administrative support workers,23.5,65.8,77.67,0.40,-0.66,100.00,100.00,0.53,100.00,99.47
Web developer,Insurance sales agent,19.4,54.9,77.45,1.36,-3.79,100.00,100.00,2.57,100.00,97.43
Cost estimator,Public relations specialist,17.7,76.2,77.43,2.96,-0.63,100.00,100.00,1.80,100.00,98.20
Logistician,Compliance officer,38.7,51.8,77.42,2.50,-0.55,67.50,100.00,1.53,83.75,82.47
Mechanical engineer,Medical scientist,10.1,51.8,77.42,0.73,-0.79,97.50,100.00,0.76,98.75,98.00
Occupational health and safety specialist,Advertising sales agent,17.9,52.7,77.35,-0.04,2.00,100.00,100.00,-1.02,100.00,98.98
Property assessor,Lodging manager,34.2,61.6,77.25,-2.00,1.84,100.00,100.00,-1.92,100.00,98.08
Software quality tester,Insurance sales agent,44.1,54.9,77.18,-1.50,-1.73,100.00,100.00,0.12,100.00,99.88
Wastewater treatment system operator,Filling machine operator,7.3,57.3,77.18,-1.35,-0.86,97.50,100.00,-0.25,98.75,98.50
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of food preparation and serving workers,44.1,53.5,77.16,-1.38,-0.23,95.45,100.00,-0.57,97.73,97.17
Computer systems manager,Compliance officer,27.7,51.8,77.12,8.38,-2.08,80.00,100.00,5.23,90.00,85.29
Database administrator,File Clerk,30.8,76.0,77.11,1.05,-4.10,100.00,100.00,2.58,100.00,97.42
First-line supervisor of retail sales workers,First-line supervisor of food preparation and serving workers,44.6,53.5,77.10,-0.81,-0.27,100.00,100.00,-0.27,100.00,99.73
Database administrator,Billing and posting clerk,30.8,91.4,77.03,1.44,-2.84,100.00,100.00,2.14,100.00,97.86
Software quality tester,Payroll and timekeeping clerk,44.1,88.2,76.98,0.55,-6.17,100.00,100.00,3.36,100.00,96.64
Property assessor,Executive secretary,34.2,90.0,76.98,14.92,-4.37,90.00,100.00,9.65,95.00,85.84
Property assessor,First-line supervisor of office and administrative support workers,34.2,65.8,76.86,1.73,-0.69,90.00,100.00,1.21,95.00,93.85
Web developer,Insurance claims and policy processing clerk,19.4,80.1,76.84,4.53,-9.35,100.00,100.00,6.94,100.00,93.06
