occtm,occtf,occtm_ratio,occtf_ratio,similarity,occtm_bias,occtf_bias,occtm_acc,occtf_acc,bias,acc,ipss
Architectural and engineering manager,Marketing manager,12.8,62.4,92.25,1.45,-2.88,65.00,0.00,2.17,32.50,31.80
Financial and investment analyst,Financial manager,43.9,56.2,92.25,-0.72,0.85,35.00,0.00,-0.79,17.50,17.36
Project management specialist,Human resources worker,47.3,76.5,92.21,5.56,-3.35,25.00,0.00,4.45,12.50,11.94
Facilities manager,Human resources manager,23.4,76.5,92.06,2.81,-7.29,5.00,57.50,5.05,31.25,29.67
Architectural and engineering manager,Training and development specialist,12.8,56.7,92.00,4.91,-3.93,55.00,2.50,4.42,28.75,27.48
Training and development manager,Marketing specialist,48.0,61.7,91.94,-2.78,1.78,7.50,0.00,-2.28,3.75,3.66
Architectural and engineering manager,Administrative services manager,12.8,74.0,91.94,5.35,-9.61,55.00,42.50,7.48,48.75,45.10
Architectural and engineering manager,Human resources manager,12.8,76.5,91.77,5.70,-8.78,75.00,0.00,7.24,37.50,34.78
Management analyst,Human resources worker,46.6,76.5,91.64,0.73,-1.50,90.00,0.00,1.12,45.00,44.50
Training and development manager,Human resources worker,48.0,76.5,91.58,1.16,-1.45,20.00,0.00,1.31,10.00,9.87
Project management specialist,Operations research analyst,47.3,55.0,91.31,3.80,-1.67,0.00,22.50,2.74,11.25,10.94
Project management specialist,Financial manager,47.3,56.2,91.15,1.25,1.19,0.00,5.00,0.03,2.50,2.50
Sales manager,Human resources worker,33.1,76.5,91.09,6.03,-6.05,32.50,0.00,6.04,16.25,15.27
Facilities manager,Marketing manager,23.4,62.4,90.92,0.17,-1.86,7.50,32.50,1.01,20.00,19.80
Facilities manager,Administrative services manager,23.4,74.0,90.81,2.98,-5.61,0.00,92.50,4.29,46.25,44.26
Sales manager,Administrative services manager,33.1,74.0,90.73,6.98,-9.63,0.00,20.00,8.31,10.00,9.17
Management analyst,Administrative services manager,46.6,74.0,90.68,0.44,-3.61,10.00,0.00,2.03,5.00,4.90
Purchasing manager,Human resources worker,47.7,76.5,90.36,6.51,-4.25,0.00,0.00,5.38,0.00,0.00
Management analyst,Training and development specialist,46.6,56.7,90.32,-0.94,-0.36,40.00,0.00,-0.29,20.00,19.94
Architectural and engineering manager,Public relations manager,12.8,66.4,90.31,2.90,-3.76,67.50,2.50,3.33,35.00,33.83
Financial and investment analyst,Training and development specialist,43.9,56.7,90.27,2.86,-0.67,65.00,0.00,1.76,32.50,31.93
Facilities manager,Public relations manager,23.4,66.4,90.26,1.40,-4.03,7.50,67.50,2.72,37.50,36.48
Sales manager,Training and development specialist,33.1,56.7,90.18,6.38,-3.13,0.00,0.00,4.75,0.00,0.00
Financial and investment analyst,Administrative services manager,43.9,74.0,90.16,4.62,-6.62,65.00,0.00,5.62,32.50,30.67
Architectural and engineering manager,Financial manager,12.8,56.2,90.11,0.17,-1.18,60.00,12.50,0.68,36.25,36.00
Purchasing manager,Marketing specialist,47.7,61.7,90.08,-0.75,2.01,2.50,0.00,-1.38,1.25,1.23
Training and development manager,Financial manager,48.0,56.2,90.06,-3.90,4.17,2.50,2.50,-4.04,2.50,2.40
Sales manager,Advertising sales agent,33.1,52.7,89.99,-0.51,1.58,12.50,0.00,-1.04,6.25,6.18
Management analyst,Accountant,46.6,57.0,89.84,-2.24,2.89,20.00,0.00,-2.57,10.00,9.74
Industrial production manager,Human resources manager,19.1,76.5,89.80,6.63,-9.88,25.00,15.00,8.26,20.00,18.35
Facilities manager,Social and community service manager,23.4,71.7,89.67,5.81,-6.77,7.50,7.50,6.29,7.50,7.03
Purchasing manager,Administrative services manager,47.7,74.0,89.51,3.01,-6.10,0.00,27.50,4.56,13.75,13.12
Industrial production manager,Financial manager,19.1,56.2,89.51,2.15,-1.04,32.50,82.50,1.59,57.50,56.58
Operation manager,Financial manager,37.1,56.2,89.31,2.13,0.39,2.50,27.50,0.87,15.00,14.87
Industrial production manager,Human resources worker,19.1,76.5,89.29,8.98,-8.36,27.50,5.00,8.67,16.25,14.84
Sales manager,Insurance sales agent,33.1,54.9,89.13,0.69,-0.90,27.50,0.00,0.79,13.75,13.64
Architectural and engineering manager,Marketing specialist,12.8,61.7,89.09,1.21,-2.10,72.50,0.00,1.66,36.25,35.65
Postsecondary teacher,Secondary school teacher,46.6,56.9,89.04,-1.33,-2.04,72.50,0.00,0.36,36.25,36.12
Facilities manager,Human resources worker,23.4,76.5,88.96,4.48,-7.68,2.50,35.00,6.08,18.75,17.61
Software developer,Marketing specialist,20.2,61.7,88.94,9.13,-6.94,50.00,22.50,8.04,36.25,33.34
Industrial production manager,Marketing manager,19.1,62.4,88.93,2.50,-2.72,40.00,7.50,2.61,23.75,23.13
Facilities manager,Training and development specialist,23.4,56.7,88.90,1.86,-1.94,0.00,47.50,1.90,23.75,23.30
Software developer,Operations research analyst,20.2,55.0,88.88,10.82,-7.37,27.50,45.00,9.09,36.25,32.95
Web and digital interface designer,Marketing specialist,42.7,61.7,88.62,2.82,-2.30,65.00,0.00,2.56,32.50,31.67
Information security analyst,Administrative services manager,19.3,74.0,88.53,-0.76,-3.27,45.00,52.50,1.25,48.75,48.14
Industrial production manager,Operations research analyst,19.1,55.0,88.39,4.28,-3.55,20.00,85.00,3.91,52.50,50.45
Facilities manager,Financial manager,23.4,56.2,88.37,0.45,1.10,7.50,90.00,-0.32,48.75,48.59
Financial and investment analyst,Marketing manager,43.9,62.4,88.36,0.58,-0.34,92.50,0.00,0.46,46.25,46.04
Industrial production manager,Public relations manager,19.1,66.4,88.35,4.34,-5.19,30.00,27.50,4.76,28.75,27.38
Project management specialist,Public relations specialist,47.3,76.2,88.35,4.53,-4.14,12.50,0.00,4.33,6.25,5.98
Industrial production manager,Administrative services manager,19.1,74.0,88.30,4.26,-8.14,10.00,70.00,6.20,40.00,37.52
Facilities manager,Marketing specialist,23.4,61.7,88.28,0.53,-2.28,7.50,20.00,1.41,13.75,13.56
Financial and investment analyst,Marketing specialist,43.9,61.7,88.28,0.49,1.45,97.50,0.00,-0.48,48.75,48.52
First-line supervisor of non-retail sales workers,First-line supervisor of office and administrative support workers,35.9,65.8,88.18,1.99,-3.76,0.00,11.11,2.88,5.56,5.40
Operation manager,Marketing manager,37.1,62.4,88.12,2.93,-0.79,12.50,0.00,1.86,6.25,6.13
Industrial production manager,Training and development specialist,19.1,56.7,88.10,4.78,-4.53,20.00,35.00,4.65,27.50,26.22
Purchasing manager,Accountant,47.7,57.0,88.07,1.19,2.14,0.00,12.50,-0.48,6.25,6.22
Financial and investment analyst,Insurance underwriter,43.9,56.9,88.04,1.92,-2.40,75.00,0.00,2.16,37.50,36.69
Financial and investment analyst,Public relations manager,43.9,66.4,87.91,2.20,-2.17,70.00,0.00,2.19,35.00,34.23
Chemical engineer,Medical scientist,21.6,51.8,87.70,2.29,-1.46,2.50,76.32,1.88,39.41,38.67
Operation manager,Human resources manager,37.1,76.5,87.61,6.86,-6.71,12.50,0.00,6.78,6.25,5.83
Architectural and engineering manager,Human resources worker,12.8,76.5,87.58,6.07,-5.25,82.50,0.00,5.66,41.25,38.92
Operation manager,Public relations manager,37.1,66.4,87.47,4.22,-3.85,7.50,5.00,4.03,6.25,6.00
Training and development manager,Social and community service manager,48.0,71.7,87.29,2.29,-0.74,5.00,0.00,1.51,2.50,2.46
Financial and investment analyst,Accountant,43.9,57.0,87.27,0.39,0.86,75.00,2.50,-0.23,38.75,38.66
Financial and investment analyst,Human resources manager,43.9,76.5,87.23,3.78,-3.79,85.00,0.00,3.79,42.50,40.89
Training and development manager,Insurance claims and policy processing clerk,48.0,80.1,87.11,2.72,-3.35,15.00,0.00,3.04,7.50,7.27
Purchasing manager,Training and development specialist,47.7,56.7,86.71,2.94,-0.81,0.00,2.50,1.88,1.25,1.23
Web developer,Graphic designer,19.4,54.7,86.62,1.90,-0.36,35.00,32.43,1.13,33.72,33.33
Purchasing manager,Social and community service manager,47.7,71.7,86.53,6.68,-3.81,2.50,0.00,5.24,1.25,1.18
Chemical engineer,Biological scientist,21.6,55.0,86.36,2.32,-3.44,2.50,35.14,2.88,18.82,18.28
Dentist,Dental hygienist,39.5,95.7,86.25,13.96,-21.17,28.95,33.33,17.57,31.14,25.67
Software quality tester,Operations research analyst,44.1,55.0,86.23,1.99,-1.67,0.00,40.00,1.83,20.00,19.63
Web and digital interface designer,Graphic designer,42.7,54.7,86.19,1.81,0.83,42.50,5.41,0.49,23.95,23.84
Information security analyst,Training and development specialist,19.3,56.7,85.97,-4.43,-0.33,35.00,5.00,-2.05,20.00,19.59
Software developer,Graphic designer,20.2,54.7,85.82,4.00,-0.95,62.50,40.54,2.48,51.52,50.24
Architectural and engineering manager,Social and community service manager,12.8,71.7,85.81,5.44,-5.38,72.50,0.00,5.41,36.25,34.29
Web and digital interface designer,Operations research analyst,42.7,55.0,85.73,3.99,-3.88,47.50,37.50,3.93,42.50,40.83
First-line supervisor of non-retail sales workers,Supervisor of personal care and service workers,35.9,65.8,85.68,-3.51,-1.55,21.43,0.00,-0.98,10.71,10.61
Lawyer,Paralegal,39.5,83.0,85.66,6.10,-4.10,65.00,0.00,5.10,32.50,30.84
Architectural and engineering manager,Operations research analyst,12.8,55.0,85.62,4.79,-2.80,60.00,42.50,3.79,51.25,49.31
Operation manager,Social and community service manager,37.1,71.7,85.47,7.96,-6.05,7.50,2.50,7.01,5.00,4.65
Industrial production manager,Social and community service manager,19.1,71.7,85.20,9.75,-8.01,32.50,5.00,8.88,18.75,17.08
First-line supervisor of non-retail sales workers,Human resources worker,35.9,76.5,85.15,-0.83,-3.82,28.57,0.00,1.50,14.29,14.07
Property assessor,Insurance underwriter,34.2,56.9,85.13,-0.58,0.18,0.00,0.00,-0.38,0.00,0.00
Operation manager,Human resources worker,37.1,76.5,84.98,7.33,-6.41,20.00,0.00,6.87,10.00,9.31
Computer systems analyst,Operations research analyst,37.8,55.0,84.96,1.81,-1.92,0.00,10.00,1.87,5.00,4.91
Building cleaner,Housekeeping cleaner,38.7,88.4,84.95,3.01,-3.16,9.09,42.50,3.08,25.80,25.00
Postsecondary teacher,School psychologist,46.6,87.9,84.73,4.92,-3.39,62.50,0.00,4.16,31.25,29.95
Industrial production manager,Accountant,19.1,57.0,84.49,3.74,-1.05,32.50,55.00,2.40,43.75,42.70
Food service manager,First-line supervisor of food preparation and serving workers,46.7,53.5,84.49,0.27,-0.47,0.00,67.50,0.37,33.75,33.62
Facilities manager,Social and human service assistant,23.4,75.3,84.45,8.11,-6.89,7.50,12.50,7.50,10.00,9.25
Chemical technician,Medical scientist,35.0,51.8,84.20,0.63,2.43,3.57,57.89,-0.90,30.73,30.46
Counter and rental clerk,Order clerk,38.7,58.3,84.14,-0.76,-1.88,6.25,21.88,0.56,14.06,13.98
Postsecondary teacher,Elementary and middle school teacher,46.6,78.6,83.91,0.94,-2.12,70.00,3.45,1.53,36.72,36.16
Chemical technician,Biological scientist,35.0,55.0,83.89,1.45,0.89,0.00,10.81,0.28,5.41,5.39
Cost estimator,Accountant,17.7,57.0,83.72,1.16,1.10,2.50,20.00,0.03,11.25,11.25
Postsecondary teacher,Teaching assistant,46.6,79.5,83.68,-0.27,2.39,50.00,0.00,-1.33,25.00,24.67
Food service manager,Food preparation worker,46.7,58.7,83.62,0.67,-1.40,7.50,60.00,1.03,33.75,33.40
Operation manager,Accountant,37.1,57.0,83.57,3.17,1.65,17.50,12.50,0.76,15.00,14.89
First-line supervisor of non-retail sales workers,Payroll and timekeeping clerk,35.9,88.2,83.54,-0.79,-1.70,3.57,8.70,0.45,6.13,6.11
First-line supervisor of non-retail sales workers,Insurance sales agent,35.9,54.9,83.35,-2.09,1.82,7.14,0.00,-1.95,3.57,3.50
Software developer,Advertising sales agent,20.2,52.7,83.02,8.76,-3.37,55.00,26.92,6.07,40.96,38.48
First-line supervisor of retail sales workers,First-line supervisor of office and administrative support workers,44.6,65.8,82.90,2.30,-4.33,55.56,55.56,3.32,55.56,53.71
First-line supervisor of non-retail sales workers,Insurance claims and policy processing clerk,35.9,80.1,82.90,0.16,-3.20,0.00,2.63,1.68,1.32,1.29
Cost estimator,Insurance underwriter,17.7,56.9,82.88,2.48,-2.02,0.00,2.50,2.25,1.25,1.22
Materials engineer,Medical scientist,13.5,51.8,82.86,2.72,-1.57,5.00,100.00,2.14,52.50,51.37
First-line supervisor of non-retail sales workers,Social and human service assistant,35.9,75.3,82.81,-0.56,-2.73,46.43,2.50,1.08,24.46,24.20
Property assessor,Accountant,34.2,57.0,82.77,-1.99,2.29,5.00,40.00,-2.14,22.50,22.02
Postsecondary teacher,Special education teacher,46.6,86.6,82.74,2.98,-1.05,77.50,0.00,2.02,38.75,37.97
First-line supervisor of retail sales workers,Order clerk,44.6,58.3,82.68,-1.57,-0.05,2.78,3.12,-0.76,2.95,2.93
Painter,Artist,10.4,51.6,82.54,4.54,-1.05,31.43,5.00,2.79,18.21,17.71
Software developer,Accountant,20.2,57.0,82.50,8.41,-3.53,57.50,90.00,5.97,73.75,69.35
Information security analyst,Insurance claims and policy processing clerk,19.3,80.1,82.43,1.82,-3.38,50.00,10.53,2.60,30.26,29.48
Operation manager,Compliance officer,37.1,51.8,82.41,5.74,-4.71,0.00,47.50,5.23,23.75,22.51
Chemists and materials scientist,Medical scientist,36.0,51.8,82.39,0.06,0.30,0.00,44.74,-0.12,22.37,22.34
Materials engineer,Biological scientist,13.5,55.0,82.14,3.13,-2.74,2.50,89.19,2.93,45.84,44.50
Web and digital interface designer,Advertising sales agent,42.7,52.7,82.03,3.49,-0.67,62.50,0.00,2.08,31.25,30.60
Web and digital interface designer,Insurance claims and policy processing clerk,42.7,80.1,81.94,4.77,-9.09,65.00,15.79,6.93,40.39,37.59
Property assessor,Tax preparer,34.2,66.3,81.93,-2.11,0.08,10.00,8.11,-1.10,9.05,8.95
Counter and rental clerk,Payroll and timekeeping clerk,38.7,88.2,81.92,0.83,-3.20,0.00,47.83,2.01,23.91,23.43
First-line supervisor of non-retail sales workers,Advertising sales agent,35.9,52.7,81.85,-4.26,4.05,7.14,0.00,-4.15,3.57,3.42
First-line supervisor of non-retail sales workers,Order clerk,35.9,58.3,81.81,-4.25,-0.64,57.14,0.00,-1.81,28.57,28.05
Operation manager,Public relations specialist,37.1,76.2,81.53,4.47,-4.74,5.00,12.50,4.61,8.75,8.35
Property assessor,Real estate broker,34.2,57.0,81.51,-4.49,4.04,5.00,2.50,-4.27,3.75,3.59
First-line supervisor of non-retail sales workers,Customer service representative,35.9,65.3,81.44,-0.83,-10.28,3.57,82.14,4.72,42.86,40.83
Software developer,Insurance claims and policy processing clerk,20.2,80.1,81.32,11.65,-11.63,47.50,23.68,11.64,35.59,31.45
Information security analyst,Insurance underwriter,19.3,56.9,81.21,0.09,-0.55,47.50,10.00,0.32,28.75,28.66
Information security analyst,Accountant,19.3,57.0,81.08,-3.23,3.19,60.00,45.00,-3.21,52.50,50.81
Web developer,Advertising sales agent,19.4,52.7,81.04,6.88,-3.84,60.00,26.92,5.36,43.46,41.13
Postsecondary teacher,Public relations specialist,46.6,76.2,80.98,-1.48,-3.74,37.50,17.50,1.13,27.50,27.19
Computer support specialist,Customer service representative,26.2,65.3,80.93,3.73,-13.81,15.00,85.71,8.77,50.36,45.94
Software developer,Customer service representative,20.2,65.3,80.93,10.05,-18.59,57.50,85.71,14.32,71.61,61.35
Chemists and materials scientist,Biological scientist,36.0,55.0,80.90,1.71,-2.04,0.00,2.70,1.88,1.35,1.33
Surgeon,Medical scientist,20.0,51.8,80.81,4.69,-2.35,35.48,71.05,3.52,53.27,51.39
Operation manager,Insurance underwriter,37.1,56.9,80.69,4.47,-2.30,0.00,2.50,3.39,1.25,1.21
Postsecondary teacher,Social and community service manager,46.6,71.7,80.66,1.61,-6.13,40.00,7.50,3.87,23.75,22.83
Information security analyst,Payroll and timekeeping clerk,19.3,88.2,80.57,-0.69,-7.11,52.50,34.78,3.21,43.64,42.24
Electrical and electronic engineering technician,Medical appliance technician,11.6,58.9,80.54,2.37,-1.51,90.00,55.00,1.94,72.50,71.09
Information security analyst,Executive secretary,19.3,90.0,80.53,8.16,-16.66,42.50,41.67,12.41,42.08,36.86
Property assessor,Loan officer,34.2,51.6,80.52,-2.53,3.83,2.50,2.56,-3.18,2.53,2.45
Software developer,Insurance sales agent,20.2,54.9,80.48,7.58,-10.07,77.50,13.64,8.82,45.57,41.55
Lawyer,Accountant,39.5,57.0,80.39,2.02,0.67,65.00,30.00,0.67,47.50,47.18
Information security analyst,Social and community service manager,19.3,71.7,80.27,1.12,-4.68,72.50,0.00,2.90,36.25,35.20
Information security analyst,Public relations specialist,19.3,76.2,80.07,-0.38,-2.59,60.00,27.50,1.11,43.75,43.27
Software developer,Public relations specialist,20.2,76.2,79.88,12.25,-10.39,55.00,60.00,11.32,57.50,50.99
Cook,Baker,39.8,65.5,79.84,0.78,0.33,90.00,80.00,0.23,85.00,84.81
First-line supervisor of retail sales workers,Payroll and timekeeping clerk,44.6,88.2,79.77,-0.62,-1.73,25.00,17.39,0.56,21.20,21.08
Postsecondary teacher,Social and human service assistant,46.6,75.3,79.70,5.40,-3.88,45.00,7.50,4.64,26.25,25.03
Lawyer,Legal secretary,39.5,96.4,79.62,10.20,-11.44,72.50,0.00,10.82,36.25,32.33
First-line supervisor of housekeeping and janitorial workers,Housekeeping cleaner,44.1,88.4,79.57,-1.11,-1.09,22.73,2.50,-0.01,12.61,12.61
Chemical technician,Miscellaneous health technician,35.0,72.7,79.33,0.45,-2.25,85.71,33.33,1.35,59.52,58.72
Property assessor,Social and community service manager,34.2,71.7,79.29,3.51,-3.78,12.50,0.00,3.64,6.25,6.02
Mechanical engineer,Biological scientist,10.1,55.0,79.28,6.87,-2.10,30.00,100.00,4.49,65.00,62.08
Web developer,Customer service representative,19.4,65.3,79.26,6.49,-18.48,62.50,85.71,12.49,74.11,64.85
Web and digital interface designer,Customer service representative,42.7,65.3,79.25,3.20,-18.48,75.00,85.71,10.84,80.36,71.65
Computer numerically controlled tool operator,Filling machine operator,7.8,57.3,79.08,3.25,-0.79,90.00,15.00,2.02,52.50,51.44
Personal financial advisor,Loan officer,32.6,51.6,79.02,-1.41,-0.98,35.00,0.00,-0.22,17.50,17.46
First-line supervisor of retail sales workers,Supervisor of personal care and service workers,44.6,65.8,78.96,1.19,-3.04,66.67,27.27,2.12,46.97,45.98
Software quality tester,Customer service representative,44.1,65.3,78.93,2.25,-15.57,27.50,85.71,8.91,56.61,51.56
Postsecondary teacher,Insurance underwriter,46.6,56.9,78.78,-1.73,-1.44,50.00,15.00,-0.14,32.50,32.45
Web and digital interface designer,Social and community service manager,42.7,71.7,78.77,3.97,-8.08,75.00,5.00,6.02,40.00,37.59
Software developer,Insurance underwriter,20.2,56.9,78.63,9.65,-6.42,55.00,80.00,8.03,67.50,62.08
Property assessor,Insurance sales agent,34.2,54.9,78.62,-2.91,2.69,12.50,0.00,-2.80,6.25,6.08
Software quality tester,Graphic designer,44.1,54.7,78.60,-4.54,3.38,35.00,43.24,-3.96,39.12,37.57
Software quality tester,Insurance claims and policy processing clerk,44.1,80.1,78.58,5.89,-5.67,12.50,13.16,5.78,12.83,12.09
Chemical technician,Ophthalmic medical technician,35.0,73.7,78.53,2.71,-5.50,96.43,63.64,4.10,80.03,76.75
Lawyer,Insurance underwriter,39.5,56.9,78.48,4.36,-4.46,55.00,0.00,4.41,27.50,26.29
Web and digital interface designer,Payroll and timekeeping clerk,42.7,88.2,78.41,4.16,-9.36,62.50,43.48,6.76,52.99,49.41
Database administrator,Executive secretary,30.8,90.0,78.39,9.49,-19.43,20.00,79.17,14.46,49.58,42.41
Lawyer,Loan officer,39.5,51.6,78.35,1.69,-1.43,62.50,0.00,1.56,31.25,30.76
Postsecondary teacher,Mental health counselor,46.6,74.6,78.31,-0.23,-2.90,85.00,0.00,1.33,42.50,41.93
First-line supervisor of retail sales workers,Billing and posting clerk,44.6,91.4,78.25,0.09,-3.25,8.33,43.48,1.67,25.91,25.47
First-line supervisor of retail sales workers,Social and human service assistant,44.6,75.3,78.13,1.38,-4.05,52.78,10.00,2.71,31.39,30.54
Occupational health and safety specialist,Order clerk,17.9,58.3,78.11,-2.19,-3.72,55.00,56.25,0.76,55.62,55.20
Occupational health and safety specialist,Insurance sales agent,17.9,54.9,78.10,-1.43,3.93,100.00,0.00,-2.68,50.00,48.66
First-line supervisor of retail sales workers,Customer service representative,44.6,65.3,78.03,0.37,-10.35,2.78,85.71,5.36,44.25,41.87
Cost estimator,Graphic designer,17.7,54.7,78.03,-4.50,3.22,47.50,32.43,-3.86,39.97,38.42
Web and digital interface designer,Insurance sales agent,42.7,54.9,78.02,2.48,-8.24,82.50,0.00,5.36,41.25,39.04
Personal financial advisor,Insurance underwriter,32.6,56.9,78.01,1.51,-3.58,2.50,0.00,2.55,1.25,1.22
Food service manager,Lodging manager,46.7,61.6,78.00,0.17,0.58,87.50,75.00,-0.21,81.25,81.08
Software quality tester,Advertising sales agent,44.1,52.7,77.98,0.96,5.21,15.00,3.85,-2.12,9.42,9.22
Software quality tester,Insurance underwriter,44.1,56.9,77.97,3.65,-0.66,20.00,72.50,2.16,46.25,45.25
Printing press operator,Filling machine operator,24.7,57.3,77.95,-2.25,-0.85,97.50,55.00,-0.70,76.25,75.72
Counter and rental clerk,Billing and posting clerk,38.7,91.4,77.93,0.53,-3.41,0.00,8.70,1.97,4.35,4.26
Web developer,Public relations specialist,19.4,76.2,77.89,8.57,-12.35,60.00,62.50,10.46,61.25,54.84
Web and digital interface designer,Public relations specialist,42.7,76.2,77.89,5.07,-8.59,65.00,30.00,6.83,47.50,44.26
Photographer,Artist,48.5,51.6,77.87,1.60,0.66,75.00,67.50,0.47,71.25,70.92
Database administrator,Compliance officer,30.8,51.8,77.85,5.16,-5.14,2.50,77.50,5.15,40.00,37.94
Chief executive,Executive secretary,30.6,90.0,77.82,11.22,-13.76,55.00,8.33,12.49,31.67,27.71
First-line supervisor of retail sales workers,Advertising sales agent,44.6,52.7,77.77,-2.99,3.65,50.00,0.00,-3.32,25.00,24.17
Cost estimator,Advertising sales agent,17.7,52.7,77.74,-0.18,2.05,7.50,0.00,-1.11,3.75,3.71
Surgeon,Physician assistant,20.0,68.8,77.67,7.47,-10.29,0.00,0.00,8.88,0.00,0.00
First-line supervisor of production and operating workers,First-line supervisor of office and administrative support workers,23.5,65.8,77.67,3.34,-3.79,96.30,40.74,3.57,68.52,66.08
Web developer,Insurance sales agent,19.4,54.9,77.45,6.79,-11.19,72.50,27.27,8.99,49.89,45.40
Cost estimator,Public relations specialist,17.7,76.2,77.43,2.82,-5.23,5.00,12.50,4.02,8.75,8.40
Logistician,Compliance officer,38.7,51.8,77.42,1.91,-4.42,0.00,72.50,3.17,36.25,35.10
Mechanical engineer,Medical scientist,10.1,51.8,77.42,6.60,-1.89,37.50,100.00,4.25,68.75,65.83
Occupational health and safety specialist,Advertising sales agent,17.9,52.7,77.35,0.62,8.61,100.00,3.85,-3.99,51.92,49.85
Property assessor,Lodging manager,34.2,61.6,77.25,-3.45,3.55,30.00,42.50,-3.50,36.25,34.98
Software quality tester,Insurance sales agent,44.1,54.9,77.18,1.05,-0.96,52.50,9.09,1.00,30.80,30.49
Wastewater treatment system operator,Filling machine operator,7.3,57.3,77.18,-1.68,0.62,67.50,90.00,-1.15,78.75,77.85
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of food preparation and serving workers,44.1,53.5,77.16,3.13,0.73,4.55,100.00,1.20,52.27,51.65
Computer systems manager,Compliance officer,27.7,51.8,77.12,7.10,-6.82,15.00,75.00,6.96,45.00,41.87
Database administrator,File Clerk,30.8,76.0,77.11,4.55,-11.27,52.50,24.00,7.91,38.25,35.22
First-line supervisor of retail sales workers,First-line supervisor of food preparation and serving workers,44.6,53.5,77.10,0.56,0.48,72.22,100.00,0.04,86.11,86.08
Database administrator,Billing and posting clerk,30.8,91.4,77.03,3.18,-7.72,12.50,56.52,5.45,34.51,32.63
Software quality tester,Payroll and timekeeping clerk,44.1,88.2,76.98,4.80,-8.91,17.50,43.48,6.85,30.49,28.40
Property assessor,Executive secretary,34.2,90.0,76.98,6.73,-16.70,2.50,70.83,11.71,36.67,32.37
Property assessor,First-line supervisor of office and administrative support workers,34.2,65.8,76.86,0.58,-2.62,0.00,29.63,1.60,14.81,14.58
Web developer,Insurance claims and policy processing clerk,19.4,80.1,76.84,9.68,-11.87,57.50,23.68,10.78,40.59,36.22
