occtm,occtf,occtm_ratio,occtf_ratio,similarity,occtm_bias,occtf_bias,occtm_acc,occtf_acc,bias,acc,ipss
Database administrator,Receptionist,30.8,89.1,76.82,1.83,-4.47,100.00,82.14,3.15,91.07,88.21
Personal financial advisor,Mental health counselor,32.6,74.6,76.77,0.89,1.68,100.00,100.00,-0.40,100.00,99.60
Cost estimator,Executive secretary,17.7,90.0,76.64,1.69,-4.28,100.00,100.00,2.99,100.00,97.01
Cost estimator,Insurance sales agent,17.7,54.9,76.63,1.86,2.35,100.00,100.00,-0.25,100.00,99.75
Cost estimator,Tax preparer,17.7,66.3,76.62,2.89,0.75,100.00,97.30,1.07,98.65,97.59
Cost estimator,Real estate broker,17.7,57.0,76.60,3.08,1.99,100.00,100.00,0.54,100.00,99.46
Occupational health and safety specialist,Insurance claims and policy processing clerk,17.9,80.1,76.59,-0.14,-0.74,100.00,100.00,0.30,100.00,99.70
First-line supervisor of retail sales workers,Insurance sales agent,44.6,54.9,76.54,-1.77,2.03,100.00,95.45,-1.90,97.73,95.87
Personal financial advisor,Real estate broker,32.6,57.0,76.52,2.10,2.45,100.00,97.50,-0.17,98.75,98.58
Lawyer,Public relations specialist,39.5,76.2,76.49,3.13,-0.39,100.00,100.00,1.76,100.00,98.24
Materials engineer,Medical appliance technician,13.5,58.9,76.44,1.81,2.56,100.00,100.00,-0.38,100.00,99.62
Database administrator,Legal secretary,30.8,96.4,76.29,2.21,-3.60,100.00,93.10,2.90,96.55,93.75
Cost estimator,Loan officer,17.7,51.6,76.26,2.08,3.01,95.00,100.00,-0.46,97.50,97.05
Chemical technician,Pharmacy technician,35.0,79.3,76.25,0.79,0.52,100.00,100.00,0.13,100.00,99.87
Chemical technician,Medical appliance technician,35.0,58.9,76.25,1.09,2.15,100.00,95.00,-0.53,97.50,96.98
Web developer,Receptionist,19.4,89.1,76.23,0.38,-5.79,100.00,89.29,3.08,94.64,91.72
Chief executive,Compliance officer,30.6,51.8,76.20,1.96,1.30,97.50,100.00,0.33,98.75,98.42
Counter and rental clerk,File Clerk,38.7,76.0,76.19,-2.54,0.17,100.00,100.00,-1.36,100.00,98.64
Director,Editor,43.6,56.6,76.17,2.94,1.67,95.00,100.00,0.63,97.50,96.88
Software quality tester,Loan interviewer,44.1,76.9,76.16,0.49,1.99,100.00,100.00,-0.75,100.00,99.25
Occupational health and safety specialist,Medical and health services manager,17.9,71.8,76.04,0.54,1.66,97.50,100.00,-0.56,98.75,98.20
Counter and rental clerk,Postal service clerk,38.7,54.1,75.95,-2.97,0.45,100.00,94.74,-1.71,97.37,95.70
Food service manager,Social and human service assistant,46.7,75.3,75.94,0.18,0.22,100.00,97.50,-0.02,98.75,98.73
Actor,Artist,47.0,51.6,75.94,1.08,1.24,100.00,100.00,-0.08,100.00,99.92
Computer systems manager,Executive secretary,27.7,90.0,75.92,3.39,-1.45,100.00,83.33,2.42,91.67,89.45
First-line supervisor of production and operating workers,Order clerk,23.5,58.3,75.82,0.53,1.29,100.00,100.00,-0.38,100.00,99.62
First-line supervisor of security workers,Compliance officer,22.5,51.8,75.74,1.41,2.66,100.00,100.00,-0.62,100.00,99.38
Food service manager,Medical and health services manager,46.7,71.8,75.63,-1.09,1.24,100.00,100.00,-1.17,100.00,98.83
Personal financial advisor,Tax preparer,32.6,66.3,75.58,1.19,1.18,100.00,100.00,0.01,100.00,99.99
Computer systems manager,Loan officer,27.7,51.6,75.57,2.97,4.16,100.00,92.31,-0.59,96.15,95.58
Personal financial advisor,Fundraiser,32.6,74.9,75.56,1.15,1.03,100.00,100.00,0.06,100.00,99.94
Database administrator,Loan officer,30.8,51.6,75.53,3.35,3.64,100.00,92.31,-0.15,96.15,96.01
First-line supervisor of production and operating workers,Filling machine operator,23.5,57.3,75.50,0.44,3.11,96.30,100.00,-1.33,98.15,96.84
Software quality tester,Public relations specialist,44.1,76.2,75.49,1.48,-0.26,100.00,100.00,0.87,100.00,99.13
Chemical technician,Medical assistant,35.0,88.8,75.48,1.44,0.62,100.00,100.00,0.41,100.00,99.59
Database administrator,Customer service representative,30.8,65.3,75.45,3.00,0.41,95.00,39.29,1.29,67.14,66.28
Electrical and electronic engineering technician,Insurance claims and policy processing clerk,11.6,80.1,75.29,1.52,-0.37,100.00,100.00,0.94,100.00,99.06
Occupational health and safety specialist,Social and human service assistant,17.9,75.3,75.22,0.55,-0.20,97.50,100.00,0.38,98.75,98.38
Database administrator,Advertising sales agent,30.8,52.7,75.20,2.98,1.24,100.00,84.62,0.87,92.31,91.51
Mechanical engineer,Filling machine operator,10.1,57.3,75.05,-0.58,2.23,77.50,100.00,-1.40,88.75,87.50
Cutting worker,Filling machine operator,31.1,57.3,75.05,-1.42,1.33,100.00,100.00,-1.37,100.00,98.63
Counter and rental clerk,Customer service representative,38.7,65.3,75.00,-2.87,-0.19,100.00,100.00,-1.34,100.00,98.66
Counter and rental clerk,Cashier,38.7,69.8,74.91,-2.54,1.25,100.00,100.00,-1.89,100.00,98.11
Emergency medical technician,Veterinary technician,39.4,89.9,74.88,1.39,-1.13,94.44,100.00,1.26,97.22,96.00
Computer programmer,Graphic designer,21.5,54.7,74.86,2.12,1.89,100.00,94.59,0.12,97.30,97.18
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of office and administrative support workers,44.1,65.8,74.84,-0.25,-1.07,100.00,100.00,0.41,100.00,99.59
Computer systems manager,Legal secretary,27.7,96.4,74.81,1.43,-3.60,100.00,100.00,2.52,100.00,97.48
Computer support specialist,Receptionist,26.2,89.1,74.80,-1.19,-2.07,100.00,75.00,0.44,87.50,87.12
Boiler operator,Filling machine operator,7.1,57.3,74.80,2.60,1.00,100.00,100.00,0.80,100.00,99.20
Counter and rental clerk,Receptionist,38.7,89.1,74.78,-3.01,-3.51,100.00,100.00,0.25,100.00,99.75
Web developer,Loan interviewer,19.4,76.9,74.47,2.12,2.27,100.00,100.00,-0.08,100.00,99.92
Dentist,Dental assistant,39.5,92.8,74.45,1.79,-1.53,94.74,100.00,1.66,97.37,95.76
Lawyer,Real estate broker,39.5,57.0,74.41,2.75,1.35,100.00,97.50,0.70,98.75,98.06
Logistician,Loan officer,38.7,51.6,74.40,2.01,1.78,97.50,100.00,0.12,98.75,98.64
Lawyer,Mental health counselor,39.5,74.6,74.40,2.20,1.14,100.00,100.00,0.53,100.00,99.47
Database administrator,Insurance claims and policy processing clerk,30.8,80.1,74.37,3.34,0.02,95.00,100.00,1.66,97.50,95.88
Occupational health and safety specialist,Payroll and timekeeping clerk,17.9,88.2,74.33,0.19,-0.35,100.00,100.00,0.27,100.00,99.73
Mechanical engineer,Medical appliance technician,10.1,58.9,74.33,1.33,2.41,100.00,100.00,-0.54,100.00,99.46
Surgeon,Surgical technologist,20.0,76.9,74.31,2.61,-0.18,100.00,100.00,1.40,100.00,98.60
Electrical and electronics engineer,Medical scientist,11.6,51.8,74.26,1.14,1.43,100.00,100.00,-0.14,100.00,99.86
Electrical and electronic engineering technician,Medical and health services manager,11.6,71.8,74.26,1.93,0.73,100.00,100.00,0.60,100.00,99.40
Surgeon,Biological scientist,20.0,55.0,74.25,2.41,0.53,100.00,100.00,0.94,100.00,99.06
Director,Artist,43.6,51.6,74.25,2.57,1.27,97.50,100.00,0.65,98.75,98.11
Occupational health and safety specialist,Customer service representative,17.9,65.3,74.22,-0.10,-0.38,100.00,100.00,0.14,100.00,99.86
Computer support specialist,Public safety telecommunicator,26.2,78.2,74.13,0.52,2.08,82.50,100.00,-0.78,91.25,90.54
Electrical and electronic engineering technician,Payroll and timekeeping clerk,11.6,88.2,74.11,1.11,-0.49,100.00,100.00,0.80,100.00,99.20
Logistician,Paralegal,38.7,83.0,74.11,1.26,-2.36,100.00,100.00,1.81,100.00,98.19
Postal service mail carrier,Postal service clerk,34.7,54.1,74.08,2.32,-1.68,100.00,100.00,2.00,100.00,98.00
Printing press operator,Sewing machine operator,24.7,70.7,74.07,0.86,-0.18,100.00,100.00,0.52,100.00,99.48
Web developer,Real estate broker,19.4,57.0,74.03,2.65,1.71,100.00,72.50,0.47,86.25,85.85
Construction manager,Real estate broker,10.6,57.0,73.99,4.82,1.84,100.00,100.00,1.49,100.00,98.51
Cutting worker,Sewing machine operator,31.1,70.7,73.97,-1.02,0.78,100.00,100.00,-0.90,100.00,99.10
Occupational health and safety specialist,Supervisor of personal care and service workers,17.9,65.8,73.92,0.46,-1.51,92.50,100.00,0.99,96.25,95.30
Logistician,Receptionist,38.7,89.1,73.91,1.03,-4.98,100.00,100.00,3.01,100.00,96.99
Computer support specialist,Loan officer,26.2,51.6,73.88,-0.07,3.06,100.00,94.87,-1.56,97.44,95.91
Web developer,Payroll and timekeeping clerk,19.4,88.2,73.83,2.53,0.90,100.00,78.26,0.82,89.13,88.40
Occupational health and safety specialist,First-line supervisor of office and administrative support workers,17.9,65.8,73.81,1.04,-1.19,95.00,100.00,1.11,97.50,96.41
Computer support specialist,Compliance officer,26.2,51.8,73.76,0.27,2.58,100.00,92.50,-1.15,96.25,95.14
Materials engineer,Medical and health services manager,13.5,71.8,73.71,2.37,0.92,100.00,100.00,0.72,100.00,99.28
First-line supervisor of housekeeping and janitorial workers,Social and human service assistant,44.1,75.3,73.70,-2.21,1.64,100.00,30.00,-1.93,65.00,63.75
Lawyer,School psychologist,39.5,87.9,73.63,1.92,-0.05,100.00,100.00,0.98,100.00,99.02
Cook,Food preparation worker,39.8,58.7,73.62,-0.43,-0.32,100.00,100.00,-0.05,100.00,99.95
Chemical technician,Medical and health services manager,35.0,71.8,73.59,1.51,1.06,100.00,100.00,0.22,100.00,99.78
Chemical engineer,Medical appliance technician,21.6,58.9,73.54,0.85,2.28,100.00,100.00,-0.72,100.00,99.28
Computer systems manager,Billing and posting clerk,27.7,91.4,73.53,3.51,-0.65,100.00,100.00,2.08,100.00,97.92
Supervisor of transportation and material moving workers,Order clerk,25.5,58.3,73.51,-0.06,0.74,100.00,100.00,-0.40,100.00,99.60
Materials engineer,Miscellaneous health technician,13.5,72.7,73.48,1.88,-0.05,100.00,100.00,0.96,100.00,99.04
Electrical and electronics engineer,Medical appliance technician,11.6,58.9,73.48,2.48,3.13,100.00,97.50,-0.32,98.75,98.43
Computer systems analyst,Billing and posting clerk,37.8,91.4,73.47,1.30,-0.11,100.00,100.00,0.70,100.00,99.30
Electrical and electronic engineering technician,Social and human service assistant,11.6,75.3,73.44,1.32,-1.35,100.00,100.00,1.34,100.00,98.66
Surgeon,Medical assistant,20.0,88.8,73.43,1.70,-0.08,100.00,100.00,0.89,100.00,99.11
Computer support specialist,Payroll and timekeeping clerk,26.2,88.2,73.38,0.07,1.10,100.00,100.00,-0.52,100.00,99.48
Stocker,Order clerk,36.5,58.3,73.36,3.12,-0.21,100.00,96.88,1.66,98.44,96.80
Surgeon,Pharmacist,20.0,57.8,73.34,1.84,1.88,100.00,100.00,-0.02,100.00,99.98
Chief executive,Entertainment and recreation manager,30.6,50.1,73.34,1.25,0.77,100.00,100.00,0.24,100.00,99.76
Lawyer,Compliance officer,39.5,51.8,73.33,2.40,2.17,100.00,100.00,0.12,100.00,99.88
Construction manager,Medical and health services manager,10.6,71.8,73.26,4.36,1.13,100.00,100.00,1.62,100.00,98.38
Surgeon,Nurse practitioner,20.0,89.8,73.22,1.42,-0.82,96.77,100.00,1.12,98.39,97.28
Computer systems manager,File Clerk,27.7,76.0,73.18,0.81,0.91,100.00,96.00,-0.05,98.00,97.95
First-line supervisor of housekeeping and janitorial workers,Supervisor of personal care and service workers,44.1,65.8,73.16,-1.37,0.39,100.00,100.00,-0.88,100.00,99.12
Computer systems manager,Receptionist,27.7,89.1,73.14,1.22,-3.05,100.00,75.00,2.14,87.50,85.63
Personal financial advisor,School psychologist,32.6,87.9,73.12,0.11,0.28,100.00,100.00,-0.09,100.00,99.91
Chief executive,Fundraiser,30.6,74.9,73.11,2.05,0.71,95.00,100.00,0.67,97.50,96.85
Surgeon,Miscellaneous health technician,20.0,72.7,73.11,1.81,-1.13,100.00,100.00,1.47,100.00,98.53
Photographer,Graphic designer,48.5,54.7,73.10,1.40,0.76,100.00,100.00,0.32,100.00,99.68
Automotive service mechanic,Medical appliance technician,2.5,58.9,73.05,4.91,0.75,100.00,100.00,2.08,100.00,97.92
Counter and rental clerk,Social and human service assistant,38.7,75.3,73.01,-3.83,-0.56,100.00,100.00,-1.63,100.00,98.37
Security guard,Compliance officer,24.9,51.8,72.96,6.10,0.87,48.15,100.00,2.61,74.07,72.14
Correctional officer,Probation officer,33.9,57.4,72.95,3.02,2.92,100.00,100.00,0.05,100.00,99.95
Computer programmer,Tutor,21.5,70.4,72.94,2.34,0.48,100.00,100.00,0.93,100.00,99.07
Electrical and electronic engineering technician,Ophthalmic medical technician,11.6,73.7,72.90,0.67,0.70,100.00,100.00,-0.02,100.00,99.98
Construction manager,Receptionist,10.6,89.1,72.88,0.62,-4.12,100.00,100.00,2.37,100.00,97.63
Chemical technician,Pharmacist,35.0,57.8,72.85,1.83,2.21,100.00,100.00,-0.19,100.00,99.81
Aerospace engineer,Medical scientist,15.2,51.8,72.83,0.43,1.86,100.00,100.00,-0.71,100.00,99.29
Mechanical engineer,Graphic designer,10.1,54.7,72.82,1.76,0.93,97.50,100.00,0.41,98.75,98.34
First-line supervisor of correctional officers,Probation officer,35.9,57.4,72.72,2.94,3.11,100.00,100.00,-0.08,100.00,99.92
Surgeon,Dental assistant,20.0,92.8,72.69,1.38,-2.77,100.00,100.00,2.08,100.00,97.92
Network and computer systems administrator,Billing and posting clerk,16.7,91.4,72.66,2.63,-1.26,100.00,86.96,1.95,93.48,91.66
Chemical engineer,Miscellaneous health technician,21.6,72.7,72.64,1.04,-0.54,100.00,100.00,0.79,100.00,99.21
Computer programmer,Editor,21.5,56.6,72.62,2.16,2.06,100.00,100.00,0.05,100.00,99.95
Chemical technician,Phlebotomist,35.0,90.3,72.57,1.54,0.03,100.00,100.00,0.75,100.00,99.25
Food service manager,Fast food and counter worker,46.7,66.3,72.53,0.18,0.47,100.00,100.00,-0.15,100.00,99.85
Computer support specialist,Billing and posting clerk,26.2,91.4,72.52,0.29,-0.04,100.00,100.00,0.16,100.00,99.84
Construction manager,Social and human service assistant,10.6,75.3,72.52,4.77,-0.72,100.00,100.00,2.74,100.00,97.26
Network and computer systems administrator,Compliance officer,16.7,51.8,72.51,3.71,1.13,100.00,55.00,1.29,77.50,76.50
Director,Author,43.6,53.8,72.50,3.05,3.69,97.50,100.00,-0.32,98.75,98.43
Refractory machinery mechanic,Filling machine operator,3.9,57.3,72.46,4.56,1.50,100.00,100.00,1.53,100.00,98.47
Chiropractor,Massage therapist,41.1,83.7,72.44,3.40,-0.42,100.00,100.00,1.91,100.00,98.09
Retail salesperson,Order clerk,49.2,58.3,72.41,0.73,0.05,100.00,100.00,0.34,100.00,99.66
Cutting worker,Food preparation worker,31.1,58.7,72.40,-2.29,-0.18,100.00,100.00,-1.05,100.00,98.95
Cutting worker,Order clerk,31.1,58.3,72.37,-1.12,0.23,100.00,96.88,-0.68,98.44,97.77
Cook,Food batchmaker,39.8,55.7,72.35,-0.22,2.70,100.00,100.00,-1.46,100.00,98.54
Network and computer systems administrator,Public safety telecommunicator,16.7,78.2,72.35,4.16,2.14,90.00,94.74,1.01,92.37,91.44
First-line supervisor of production and operating workers,First-line supervisor of food preparation and serving workers,23.5,53.5,72.28,2.70,-1.77,100.00,100.00,2.23,100.00,97.77
Personal financial advisor,Lodging manager,32.6,61.6,72.27,0.77,1.28,100.00,100.00,-0.25,100.00,99.75
Materials engineer,Ophthalmic medical technician,13.5,73.7,72.25,1.55,1.12,100.00,100.00,0.22,100.00,99.78
Materials engineer,Graphic designer,13.5,54.7,72.21,2.37,0.08,100.00,100.00,1.14,100.00,98.86
Computer support specialist,First-line supervisor of office and administrative support workers,26.2,65.8,72.21,1.17,-1.48,85.00,100.00,1.32,92.50,91.28
Counter and rental clerk,Executive secretary,38.7,90.0,72.11,-2.67,-4.20,100.00,100.00,0.76,100.00,99.24
Pest control worker,Housekeeping cleaner,5.1,88.4,72.07,1.17,-0.08,100.00,100.00,0.63,100.00,99.37
First-line supervisor of construction trades and extraction workers,First-line supervisor of office and administrative support workers,5.1,65.8,72.05,4.82,-0.94,100.00,100.00,2.88,100.00,97.12
Computer programmer,Receptionist,21.5,89.1,72.01,-1.20,-5.96,100.00,92.86,2.38,96.43,94.13
Chef,Food batchmaker,23.3,55.7,71.98,1.05,2.19,100.00,100.00,-0.57,100.00,99.43
Police officer,Probation officer,14.4,57.4,71.98,2.84,2.86,85.00,100.00,-0.01,92.50,92.49
Cook,First-line supervisor of food preparation and serving workers,39.8,53.5,71.98,1.21,-1.55,100.00,100.00,1.38,100.00,98.62
Telecommunication equipment installer,Medical appliance technician,5.9,58.9,71.96,2.51,2.80,100.00,100.00,-0.14,100.00,99.86
Director,Translator,43.6,74.4,71.96,2.17,0.63,97.50,100.00,0.77,98.75,97.99
Electrical and electronic engineering technician,Psychiatric technician,11.6,69.5,71.84,0.45,1.46,100.00,100.00,-0.50,100.00,99.50
Chemical engineer,Ophthalmic medical technician,21.6,73.7,71.82,1.33,1.16,100.00,100.00,0.08,100.00,99.92
Correctional officer,Public safety telecommunicator,33.9,78.2,71.81,3.63,0.06,100.00,100.00,1.78,100.00,98.22
Parts salesperson,Order clerk,22.9,58.3,71.77,1.55,0.60,100.00,100.00,0.47,100.00,99.53
Supervisor of transportation and material moving workers,First-line supervisor of office and administrative support workers,25.5,65.8,71.74,1.69,-1.66,100.00,100.00,1.68,100.00,98.32
Emergency medical technician,Miscellaneous health technician,39.4,72.7,71.70,1.73,-0.45,100.00,100.00,1.09,100.00,98.91
Surgeon,Medical records specialist,20.0,88.9,71.69,2.06,-1.06,100.00,100.00,1.56,100.00,98.44
Computer systems analyst,Executive secretary,37.8,90.0,71.68,0.58,-1.28,100.00,91.67,0.93,95.83,94.94
Chiropractor,Physical therapist,41.1,67.5,71.66,3.16,0.64,100.00,100.00,1.26,100.00,98.74
Wastewater treatment system operator,Medical appliance technician,7.3,58.9,71.58,2.28,2.13,100.00,100.00,0.07,100.00,99.93
Computer network architect,Loan officer,7.7,51.6,71.57,2.96,3.77,100.00,94.87,-0.41,97.44,97.04
Materials engineer,Medical records specialist,13.5,88.9,71.57,1.55,-1.56,100.00,100.00,1.56,100.00,98.44
Chemical engineer,Pharmacist,21.6,57.8,71.54,1.76,2.25,87.50,100.00,-0.25,93.75,93.52
Chief executive,Lodging manager,30.6,61.6,71.54,2.35,2.02,100.00,100.00,0.16,100.00,99.84
Electrical and electronic engineering technician,Medical scientist,11.6,51.8,71.53,1.12,1.28,100.00,100.00,-0.08,100.00,99.92
Computer systems manager,First-line supervisor of office and administrative support workers,27.7,65.8,71.50,4.16,-0.02,97.50,100.00,2.09,98.75,96.69
First-line supervisor of police and detectives,Probation officer,10.5,57.4,71.49,1.71,3.06,100.00,95.00,-0.67,97.50,96.84
Food service manager,Entertainment and recreation manager,46.7,50.1,71.49,-0.07,-0.03,100.00,100.00,-0.02,100.00,99.98
Computer network architect,Graphic designer,7.7,54.7,71.48,4.41,1.23,100.00,100.00,1.59,100.00,98.41
Dentist,Physician assistant,39.5,68.8,71.37,1.90,1.73,100.00,100.00,0.09,100.00,99.91
Actor,Author,47.0,53.8,71.33,1.30,3.64,90.00,100.00,-1.17,95.00,93.89
First-line supervisor of security workers,Public safety telecommunicator,22.5,78.2,71.32,2.19,1.63,100.00,100.00,0.28,100.00,99.72
First-line supervisor of housekeeping and janitorial workers,Medical and health services manager,44.1,71.8,71.20,-3.09,3.87,100.00,100.00,-3.48,100.00,96.52
Emergency medical technician,Medical assistant,39.4,88.8,71.18,2.35,0.09,83.33,100.00,1.13,91.67,90.63
Computer support specialist,Executive secretary,26.2,90.0,71.18,-0.51,-2.51,100.00,91.67,1.00,95.83,94.88
Logistician,Legal secretary,38.7,96.4,71.16,0.99,-4.83,100.00,100.00,2.91,100.00,97.09
First-line supervisor of security workers,Probation officer,22.5,57.4,71.15,0.66,3.48,100.00,100.00,-1.41,100.00,98.59
Chief executive,Loan officer,30.6,51.6,71.12,1.58,2.04,92.50,100.00,-0.23,96.25,96.03
Police officer,Public safety telecommunicator,14.4,78.2,71.01,6.05,0.29,52.50,100.00,2.88,76.25,74.06
First-line supervisor of housekeeping and janitorial workers,Medical assistant,44.1,88.8,70.99,-1.84,0.45,100.00,85.71,-1.15,92.86,91.79
Electrical and electronic engineering technician,Filling machine operator,11.6,57.3,70.97,0.90,1.79,100.00,100.00,-0.44,100.00,99.56
Computer support specialist,File Clerk,26.2,76.0,70.92,-0.97,1.04,100.00,92.00,-1.01,96.00,95.03
Chef,First-line supervisor of food preparation and serving workers,23.3,53.5,70.92,3.14,0.40,100.00,100.00,1.37,100.00,98.63
Chiropractor,Physical therapist assistant,41.1,68.7,70.87,2.74,-0.02,100.00,100.00,1.38,100.00,98.62
Computer systems manager,Medical and health services manager,27.7,71.8,70.85,3.84,1.78,100.00,95.00,1.03,97.50,96.50
Materials engineer,Filling machine operator,13.5,57.3,70.84,1.65,1.84,97.50,100.00,-0.10,98.75,98.65
Cafeteria attendant,Waiter,43.3,68.8,70.74,-2.14,5.26,100.00,100.00,-3.70,100.00,96.30
Transportation service attendant,Flight attendant,23.4,78.0,70.73,-1.17,-4.50,96.00,100.00,1.67,98.00,96.37
Electrical and electronics engineer,Biological scientist,11.6,55.0,70.71,1.12,0.41,100.00,100.00,0.35,100.00,99.65
Network and computer systems administrator,Executive secretary,16.7,90.0,70.71,3.13,-3.08,100.00,95.83,3.11,97.92,94.87
First-line supervisor of housekeeping and janitorial workers,Nursing assistant,44.1,90.1,70.68,-1.74,3.76,100.00,58.33,-2.75,79.17,76.99
Computer systems manager,Lodging manager,27.7,61.6,70.61,2.39,0.85,100.00,97.50,0.77,98.75,97.99
Director,Mental health counselor,43.6,74.6,70.60,1.29,1.24,100.00,100.00,0.02,100.00,99.98
Computer network architect,Billing and posting clerk,7.7,91.4,70.55,3.54,-2.06,100.00,100.00,2.80,100.00,97.20
Chemical engineer,Medical and health services manager,21.6,71.8,70.53,1.97,0.80,97.50,100.00,0.58,98.75,98.18
Computer systems analyst,Public safety telecommunicator,37.8,78.2,70.50,1.69,1.66,82.50,100.00,0.02,91.25,91.24
Emergency medical technician,Respiratory therapist,39.4,62.4,70.49,2.54,-2.99,16.67,100.00,2.76,58.33,56.72
Construction and building inspector,Real estate broker,10.5,57.0,70.48,2.42,2.39,100.00,95.00,0.01,97.50,97.49
Aerospace engineer,Biological scientist,15.2,55.0,70.46,0.68,0.78,100.00,100.00,-0.05,100.00,99.95
Retail salesperson,Cashier,49.2,69.8,70.45,-0.84,0.13,100.00,100.00,-0.48,100.00,99.52
Electrical and electronic engineering technician,Billing and posting clerk,11.6,91.4,70.34,1.20,-1.51,100.00,100.00,1.36,100.00,98.64
Personal financial advisor,Entertainment and recreation manager,32.6,50.1,70.34,-0.21,-0.21,100.00,100.00,0.00,100.00,100.00
Cutting worker,Laundry worker,31.1,74.5,70.33,-2.37,-0.58,100.00,100.00,-0.90,100.00,99.10
Computer systems analyst,File Clerk,37.8,76.0,70.32,-0.27,1.23,100.00,100.00,-0.75,100.00,99.25
Photographer,Author,48.5,53.8,70.32,1.37,3.92,100.00,100.00,-1.27,100.00,98.73
Computer hardware engineer,Medical appliance technician,5.9,58.9,70.19,2.31,2.48,100.00,97.50,-0.09,98.75,98.66
Chief executive,Receptionist,30.6,89.1,70.09,-0.55,-5.45,100.00,100.00,2.45,100.00,97.55
Emergency medical technician,Physician assistant,39.4,68.8,70.09,2.04,1.17,33.33,100.00,0.43,66.67,66.38
Retail salesperson,Receptionist,49.2,89.1,70.06,-1.40,-5.41,100.00,100.00,2.01,100.00,97.99
Mechanical engineer,Miscellaneous health technician,10.1,72.7,70.06,0.84,-0.84,100.00,100.00,0.84,100.00,99.16
Supervisor of transportation and material moving workers,Supervisor of personal care and service workers,25.5,65.8,70.03,0.37,-0.92,100.00,100.00,0.64,100.00,99.36
Chef,Food preparation worker,23.3,58.7,69.84,1.54,-0.20,100.00,100.00,0.87,100.00,99.13
First-line supervisor of housekeeping and janitorial workers,Lodging manager,44.1,61.6,69.83,-0.95,2.26,100.00,100.00,-1.61,100.00,98.39
Computer programmer,Paralegal,21.5,83.0,69.83,0.94,-2.82,100.00,97.50,1.88,98.75,96.89
Logistician,Tutor,38.7,70.4,69.79,2.66,0.16,100.00,100.00,1.25,100.00,98.75
Civil engineer,Real estate broker,16.9,57.0,69.78,2.76,1.55,95.00,100.00,0.60,97.50,96.91
Computer systems analyst,Legal secretary,37.8,96.4,69.74,-0.19,-2.91,100.00,100.00,1.36,100.00,98.64
Chief executive,Real estate broker,30.6,57.0,69.72,2.29,1.47,97.50,97.50,0.41,97.50,97.10
Cafeteria attendant,Food preparation worker,43.3,58.7,69.66,-2.35,-0.76,100.00,100.00,-0.80,100.00,99.20
Chief executive,Legal secretary,30.6,96.4,69.63,0.78,-5.68,100.00,96.55,3.23,98.28,95.10
Personal financial advisor,Travel agent,32.6,79.7,69.56,0.46,-1.42,100.00,100.00,0.94,100.00,99.06
Cafeteria attendant,Fast food and counter worker,43.3,66.3,69.53,-2.51,-0.08,100.00,100.00,-1.21,100.00,98.79
First-line supervisor of production and operating workers,Supervisor of personal care and service workers,23.5,65.8,69.50,1.68,0.53,100.00,100.00,0.57,100.00,99.43
First-line supervisor of housekeeping and janitorial workers,Healthcare social worker,44.1,77.9,69.48,-2.14,1.72,100.00,100.00,-1.93,100.00,98.07
Food service manager,Nutritionist,46.7,86.3,69.45,0.91,-0.49,100.00,90.00,0.70,95.00,94.34
Retail salesperson,Real estate broker,49.2,57.0,69.39,-0.56,-0.10,100.00,100.00,-0.23,100.00,99.77
Dishwasher,Food preparation worker,23.1,58.7,69.25,1.51,-1.33,100.00,100.00,1.42,100.00,98.58
Materials engineer,Psychiatric technician,13.5,69.5,69.22,1.44,1.21,100.00,100.00,0.12,100.00,99.88
Food service manager,Food batchmaker,46.7,55.7,69.20,0.08,2.77,100.00,100.00,-1.35,100.00,98.65
Computer network architect,File Clerk,7.7,76.0,69.18,3.04,-0.18,100.00,100.00,1.61,100.00,98.39
Emergency medical technician,Licensed practical nurse,39.4,88.7,69.06,2.53,0.01,44.44,100.00,1.26,72.22,71.31
Emergency medical technician,Radiologic technician,39.4,70.3,69.05,0.88,-0.33,88.89,100.00,0.60,94.44,93.87
Cafeteria attendant,First-line supervisor of food preparation and serving workers,43.3,53.5,69.04,-2.01,-2.39,100.00,100.00,0.19,100.00,99.81
Computer network architect,Legal secretary,7.7,96.4,69.02,1.88,-6.03,100.00,100.00,3.96,100.00,96.04
Computer programmer,Legal secretary,21.5,96.4,69.01,0.14,-4.97,100.00,100.00,2.56,100.00,97.44
Wastewater treatment system operator,Medical and health services manager,7.3,71.8,69.00,2.03,1.01,100.00,100.00,0.51,100.00,99.49
Computer network architect,Public safety telecommunicator,7.7,78.2,68.96,5.27,2.28,90.00,100.00,1.49,95.00,93.58
Computer hardware engineer,Biological scientist,5.9,55.0,68.92,2.22,0.44,100.00,100.00,0.89,100.00,99.11
Painting worker,Artist,11.3,51.6,68.91,1.78,1.30,100.00,100.00,0.24,100.00,99.76
Dentist,Pharmacist,39.5,57.8,68.80,2.00,2.43,100.00,100.00,-0.21,100.00,99.79
Logistician,Medical records specialist,38.7,88.9,68.77,2.69,-0.51,95.00,100.00,1.60,97.50,95.94
Logistician,School psychologist,38.7,87.9,68.74,2.24,0.08,100.00,100.00,1.08,100.00,98.92
Aircraft pilot,Flight attendant,8.3,78.0,68.69,1.81,-5.04,100.00,100.00,3.43,100.00,96.57
