occtm,occtf,occtm_ratio,occtf_ratio,occtm_acc,occtf_acc,bias,acc,ipss
First-line supervisor of retail sales workers,Payroll and timekeeping clerk,44.6,88.2,0.00,13.04,5.08,6.52,6.19
Postsecondary teacher,Social and human service assistant,46.6,75.3,2.50,22.50,-25.00,12.50,9.38
Lawyer,Legal secretary,39.5,96.4,2.50,3.45,-4.35,2.97,2.84
First-line supervisor of housekeeping and janitorial workers,Housekeeping cleaner,44.1,88.4,0.00,85.00,-11.29,42.50,37.70
Chemical technician,Miscellaneous health technician,35.0,72.7,0.00,0.00,0.00,0.00,0.00
Property assessor,Social and community service manager,34.2,71.7,60.00,97.50,-28.75,78.75,56.11
Mechanical engineer,Biological scientist,10.1,55.0,100.00,100.00,10.39,100.00,89.61
Web developer,Customer service representative,19.4,65.3,40.00,57.14,32.35,48.57,32.86
Web and digital interface designer,Customer service representative,42.7,65.3,97.50,89.29,38.24,93.39,57.68
Computer numerically controlled tool operator,Filling machine operator,7.8,57.3,0.00,37.50,22.50,18.75,14.53
Personal financial advisor,Loan officer,32.6,51.6,0.00,0.00,0.00,0.00,0.00
First-line supervisor of retail sales workers,Supervisor of personal care and service workers,44.6,65.8,0.00,0.00,-2.13,0.00,0.00
Software quality tester,Customer service representative,44.1,65.3,0.00,3.57,0.00,1.79,1.79
Postsecondary teacher,Insurance underwriter,46.6,56.9,7.50,2.50,2.50,5.00,4.88
Web and digital interface designer,Social and community service manager,42.7,71.7,100.00,100.00,0.00,100.00,100.00
Software developer,Insurance underwriter,20.2,56.9,85.00,100.00,-7.50,92.50,85.56
Property assessor,Insurance sales agent,34.2,54.9,0.00,0.00,0.00,0.00,0.00
Software quality tester,Graphic designer,44.1,54.7,90.00,27.03,12.99,58.51,50.91
Software quality tester,Insurance claims and policy processing clerk,44.1,80.1,47.50,100.00,0.00,73.75,73.75
Chemical technician,Ophthalmic medical technician,35.0,73.7,10.71,0.00,-7.69,5.36,4.95
Lawyer,Insurance underwriter,39.5,56.9,37.50,7.50,-8.75,22.50,20.53
Web and digital interface designer,Payroll and timekeeping clerk,42.7,88.2,100.00,100.00,19.05,100.00,80.95
Database administrator,Executive secretary,30.8,90.0,42.50,20.83,-57.81,31.67,13.36
Lawyer,Loan officer,39.5,51.6,2.50,0.00,-1.27,1.25,1.23
Postsecondary teacher,Mental health counselor,46.6,74.6,20.00,17.50,-36.25,18.75,11.95
First-line supervisor of retail sales workers,Billing and posting clerk,44.6,91.4,55.56,82.61,11.86,69.08,60.89
First-line supervisor of retail sales workers,Social and human service assistant,44.6,75.3,0.00,2.50,1.32,1.25,1.23
Occupational health and safety specialist,Order clerk,17.9,58.3,0.00,0.00,0.00,0.00,0.00
Occupational health and safety specialist,Insurance sales agent,17.9,54.9,0.00,0.00,0.00,0.00,0.00
First-line supervisor of retail sales workers,Customer service representative,44.6,65.3,0.00,3.57,1.56,1.79,1.76
Cost estimator,Graphic designer,17.7,54.7,20.00,59.46,24.68,39.73,29.93
Web and digital interface designer,Insurance sales agent,42.7,54.9,97.50,4.55,30.65,51.02,35.39
Personal financial advisor,Insurance underwriter,32.6,56.9,60.00,0.00,-6.25,30.00,28.12
Food service manager,Lodging manager,46.7,61.6,100.00,70.00,-16.25,85.00,71.19
Software quality tester,Advertising sales agent,44.1,52.7,7.50,65.38,3.03,36.44,35.34
Software quality tester,Insurance underwriter,44.1,56.9,70.00,15.00,15.00,42.50,36.12
Printing press operator,Filling machine operator,24.7,57.3,0.00,0.00,0.00,0.00,0.00
Counter and rental clerk,Billing and posting clerk,38.7,91.4,87.50,100.00,10.26,93.75,84.13
Web developer,Public relations specialist,19.4,76.2,85.00,100.00,8.75,92.50,84.41
Web and digital interface designer,Public relations specialist,42.7,76.2,100.00,100.00,25.00,100.00,75.00
Photographer,Artist,48.5,51.6,80.00,65.00,8.75,72.50,66.16
Database administrator,Compliance officer,30.8,51.8,100.00,100.00,-1.25,100.00,98.75
Chief executive,Executive secretary,30.6,90.0,0.00,16.67,-20.31,8.33,6.64
First-line supervisor of retail sales workers,Advertising sales agent,44.6,52.7,0.00,0.00,0.00,0.00,0.00
Cost estimator,Advertising sales agent,17.7,52.7,2.50,69.23,-10.61,35.87,32.06
Surgeon,Physician assistant,20.0,68.8,0.00,20.00,-11.27,10.00,8.87
First-line supervisor of production and operating workers,First-line supervisor of office and administrative support workers,23.5,65.8,0.00,0.00,0.00,0.00,0.00
Web developer,Insurance sales agent,19.4,54.9,62.50,63.64,38.71,63.07,38.65
Cost estimator,Public relations specialist,17.7,76.2,7.50,72.50,-22.50,40.00,31.00
Logistician,Compliance officer,38.7,51.8,0.00,2.50,-1.25,1.25,1.23
Mechanical engineer,Medical scientist,10.1,51.8,12.50,23.68,17.95,18.09,14.84
Occupational health and safety specialist,Advertising sales agent,17.9,52.7,0.00,0.00,0.00,0.00,0.00
Property assessor,Lodging manager,34.2,61.6,52.50,15.00,-17.50,33.75,27.84
Software quality tester,Insurance sales agent,44.1,54.9,10.00,13.64,25.81,11.82,8.77
Wastewater treatment system operator,Filling machine operator,7.3,57.3,22.50,95.00,-5.00,58.75,55.81
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of food preparation and serving workers,44.1,53.5,18.18,32.50,-30.65,25.34,17.58
Computer systems manager,Compliance officer,27.7,51.8,5.00,47.50,-18.75,26.25,21.33
Database administrator,File Clerk,30.8,76.0,100.00,100.00,0.00,100.00,100.00
First-line supervisor of retail sales workers,First-line supervisor of food preparation and serving workers,44.6,53.5,19.44,7.50,0.00,13.47,13.47
Database administrator,Billing and posting clerk,30.8,91.4,100.00,100.00,0.00,100.00,100.00
Software quality tester,Payroll and timekeeping clerk,44.1,88.2,47.50,65.22,42.86,56.36,32.20
Property assessor,Executive secretary,34.2,90.0,5.00,12.50,-9.38,8.75,7.93
Property assessor,First-line supervisor of office and administrative support workers,34.2,65.8,7.50,0.00,-5.97,3.75,3.53
Web developer,Insurance claims and policy processing clerk,19.4,80.1,82.50,100.00,3.85,91.25,87.74
Database administrator,Receptionist,30.8,89.1,92.50,78.57,-22.06,85.54,66.67
Personal financial advisor,Mental health counselor,32.6,74.6,15.00,0.00,6.25,7.50,7.03
Cost estimator,Executive secretary,17.7,90.0,0.00,20.83,-7.81,10.42,9.60
Cost estimator,Insurance sales agent,17.7,54.9,2.50,0.00,4.84,1.25,1.19
Cost estimator,Tax preparer,17.7,66.3,47.50,86.49,14.29,66.99,57.42
Cost estimator,Real estate broker,17.7,57.0,7.50,90.00,11.25,48.75,43.27
Occupational health and safety specialist,Insurance claims and policy processing clerk,17.9,80.1,0.00,47.37,11.54,23.68,20.95
First-line supervisor of retail sales workers,Insurance sales agent,44.6,54.9,0.00,0.00,0.00,0.00,0.00
Personal financial advisor,Real estate broker,32.6,57.0,0.00,0.00,0.00,0.00,0.00
Lawyer,Public relations specialist,39.5,76.2,0.00,62.50,-3.75,31.25,30.08
Materials engineer,Medical appliance technician,13.5,58.9,2.50,0.00,1.25,1.25,1.23
Database administrator,Legal secretary,30.8,96.4,70.00,82.76,-24.64,76.38,57.56
Cost estimator,Loan officer,17.7,51.6,0.00,12.82,-8.86,6.41,5.84
Chemical technician,Pharmacy technician,35.0,79.3,17.86,30.77,-4.88,24.31,23.13
Chemical technician,Medical appliance technician,35.0,58.9,0.00,0.00,0.00,0.00,0.00
Web developer,Receptionist,19.4,89.1,92.50,100.00,-11.76,96.25,84.93
Chief executive,Compliance officer,30.6,51.8,0.00,25.00,-11.25,12.50,11.09
Counter and rental clerk,File Clerk,38.7,76.0,62.50,76.00,9.76,69.25,62.49
Director,Editor,43.6,56.6,40.00,7.50,25.00,23.75,17.81
Software quality tester,Loan interviewer,44.1,76.9,0.00,4.00,1.54,2.00,1.97
Occupational health and safety specialist,Medical and health services manager,17.9,71.8,0.00,0.00,0.00,0.00,0.00
Counter and rental clerk,Postal service clerk,38.7,54.1,6.25,10.53,20.00,8.39,6.71
Food service manager,Social and human service assistant,46.7,75.3,27.50,30.00,-13.75,28.75,24.80
Actor,Artist,47.0,51.6,0.00,0.00,0.00,0.00,0.00
Computer systems manager,Executive secretary,27.7,90.0,2.50,20.83,-20.31,11.67,9.30
First-line supervisor of production and operating workers,Order clerk,23.5,58.3,0.00,15.62,-11.86,7.81,6.89
First-line supervisor of security workers,Compliance officer,22.5,51.8,0.00,67.50,-3.75,33.75,32.48
Food service manager,Medical and health services manager,46.7,71.8,42.50,30.00,-5.00,36.25,34.44
Personal financial advisor,Tax preparer,32.6,66.3,10.00,0.00,22.08,5.00,3.90
Computer systems manager,Loan officer,27.7,51.6,2.50,0.00,-1.27,1.25,1.23
Personal financial advisor,Fundraiser,32.6,74.9,0.00,5.00,10.00,2.50,2.25
Database administrator,Loan officer,30.8,51.6,47.50,74.36,-43.04,60.93,34.71
First-line supervisor of production and operating workers,Filling machine operator,23.5,57.3,0.00,25.00,11.94,12.50,11.01
Software quality tester,Public relations specialist,44.1,76.2,60.00,82.50,23.75,71.25,54.33
Chemical technician,Medical assistant,35.0,88.8,3.57,4.76,4.08,4.17,4.00
Database administrator,Customer service representative,30.8,65.3,67.50,39.29,-29.41,53.39,37.69
Electrical and electronic engineering technician,Insurance claims and policy processing clerk,11.6,80.1,15.00,100.00,2.56,57.50,56.03
Occupational health and safety specialist,Social and human service assistant,17.9,75.3,0.00,0.00,-1.25,0.00,0.00
Database administrator,Advertising sales agent,30.8,52.7,95.00,100.00,3.03,97.50,94.55
Mechanical engineer,Filling machine operator,10.1,57.3,20.00,0.00,12.50,10.00,8.75
Cutting worker,Filling machine operator,31.1,57.3,7.50,0.00,3.75,3.75,3.61
Counter and rental clerk,Customer service representative,38.7,65.3,0.00,7.14,0.00,3.57,3.57
Counter and rental clerk,Cashier,38.7,69.8,0.00,72.22,-25.00,36.11,27.08
Emergency medical technician,Veterinary technician,39.4,89.9,0.00,0.00,0.00,0.00,0.00
Computer programmer,Graphic designer,21.5,54.7,45.00,13.51,36.36,29.26,18.62
First-line supervisor of housekeeping and janitorial workers,First-line supervisor of office and administrative support workers,44.1,65.8,0.00,0.00,0.00,0.00,0.00
Computer systems manager,Legal secretary,27.7,96.4,0.00,10.34,8.70,5.17,4.72
Computer support specialist,Receptionist,26.2,89.1,0.00,0.00,10.29,0.00,0.00
Boiler operator,Filling machine operator,7.1,57.3,47.06,72.50,37.84,59.78,37.16
Counter and rental clerk,Receptionist,38.7,89.1,12.50,32.14,15.91,22.32,18.77
Web developer,Loan interviewer,19.4,76.9,15.00,72.00,10.77,43.50,38.82
Dentist,Dental assistant,39.5,92.8,0.00,0.00,5.88,0.00,0.00
Lawyer,Real estate broker,39.5,57.0,30.00,10.00,-15.00,20.00,17.00
Logistician,Loan officer,38.7,51.6,0.00,0.00,0.00,0.00,0.00
Lawyer,Mental health counselor,39.5,74.6,0.00,0.00,-16.25,0.00,0.00
